Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	mag:279322
Metric_Types	
Report_Filters	
Report_Attributes	Include_Parent_Details=True; Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:48:53Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Academic reflective writing: a study to examine its usefulness	Mark Allen Group		MA Healthcare Ltd	Berni Addyman, Marion Bowman; 	2014-04-09	VoR	10.12968/bjon.2014.23.6.304						British Journal of Nursing				Journal	10.12968/bjon	mag:bjon		0966-0461	2052-2819												Article	2014	Controlled	Regular	Unique_Item_Investigations	1	1	0
Academic reflective writing: a study to examine its usefulness	Mark Allen Group		MA Healthcare Ltd	Berni Addyman, Marion Bowman; 	2014-04-09	VoR	10.12968/bjon.2014.23.6.304						British Journal of Nursing				Journal	10.12968/bjon	mag:bjon		0966-0461	2052-2819												Article	2014	Controlled	Regular	Total_Item_Requests	1	1	0
Academic reflective writing: a study to examine its usefulness	Mark Allen Group		MA Healthcare Ltd	Berni Addyman, Marion Bowman; 	2014-04-09	VoR	10.12968/bjon.2014.23.6.304						British Journal of Nursing				Journal	10.12968/bjon	mag:bjon		0966-0461	2052-2819												Article	2014	Controlled	Regular	Total_Item_Investigations	1	1	0
Academic reflective writing: a study to examine its usefulness	Mark Allen Group		MA Healthcare Ltd	Berni Addyman, Marion Bowman; 	2014-04-09	VoR	10.12968/bjon.2014.23.6.304						British Journal of Nursing				Journal	10.12968/bjon	mag:bjon		0966-0461	2052-2819												Article	2014	Controlled	Regular	Unique_Item_Requests	1	1	0
An update on the treatment of cutaneous tumours	Mark Allen Group		MA Healthcare Ltd	Anna Hollis; 	2021-11-17	VoR	10.12968/ukve.2021.5.6.247						UK-Vet Equine				Journal	10.12968/ukve	mag:ukve		2516-0583	2516-0591												Article	2021	Controlled	Regular	No_License	1	1	0
An update on the treatment of cutaneous tumours	Mark Allen Group		MA Healthcare Ltd	Anna Hollis; 	2021-11-17	VoR	10.12968/ukve.2021.5.6.247						UK-Vet Equine				Journal	10.12968/ukve	mag:ukve		2516-0583	2516-0591												Article	2021	Controlled	Regular	Unique_Item_Investigations	1	1	0
An update on the treatment of cutaneous tumours	Mark Allen Group		MA Healthcare Ltd	Anna Hollis; 	2021-11-17	VoR	10.12968/ukve.2021.5.6.247						UK-Vet Equine				Journal	10.12968/ukve	mag:ukve		2516-0583	2516-0591												Article	2021	Controlled	Regular	Total_Item_Investigations	1	1	0
Catheters: design, selection and management	Mark Allen Group		MA Healthcare Ltd	Ian J Pomfret; 	2014-08-26	VoR	10.12968/bjon.1996.5.4.245						British Journal of Nursing				Journal	10.12968/bjon	mag:bjon		0966-0461	2052-2819												Article	1996	Controlled	Regular	No_License	1	1	0
Catheters: design, selection and management	Mark Allen Group		MA Healthcare Ltd	Ian J Pomfret; 	2014-08-26	VoR	10.12968/bjon.1996.5.4.245						British Journal of Nursing				Journal	10.12968/bjon	mag:bjon		0966-0461	2052-2819												Article	1996	Controlled	Regular	Unique_Item_Investigations	1	1	0
Catheters: design, selection and management	Mark Allen Group		MA Healthcare Ltd	Ian J Pomfret; 	2014-08-26	VoR	10.12968/bjon.1996.5.4.245						British Journal of Nursing				Journal	10.12968/bjon	mag:bjon		0966-0461	2052-2819												Article	1996	Controlled	Regular	Total_Item_Investigations	1	1	0
