Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBC:upei
Metric_Types	
Report_Filters	Platform=ProQuest Ebook Central; Access_Method=Regular; Data_Type=Book; Access_Type=Controlled
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:53:51Z
Created_By	ProQuest Ebook Central

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
A Reader in the History, Culture, and Politics of Modern East Asia	Cognella, Inc.		ProQuest Ebook Central		EBC:6564421	978-1-5165-8124-5				No_License	1	0	1
A Reader in the History, Culture, and Politics of Modern East Asia	Cognella, Inc.		ProQuest Ebook Central		EBC:6564421	978-1-5165-8124-5				Unique_Title_Investigations	1	0	1
ABC of Prehospital Emergency Medicine	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1315489	978-0-470-65488-0				Total_Item_Investigations	6	6	0
ABC of Prehospital Emergency Medicine	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1315489	978-0-470-65488-0				Unique_Item_Investigations	5	5	0
ABC of Prehospital Emergency Medicine	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1315489	978-0-470-65488-0				Unique_Title_Investigations	5	5	0
ACT for Adolescents	Context Press		ProQuest Ebook Central		EBC:4460298	978-1-62625-357-5				Total_Item_Investigations	3	3	0
ACT for Adolescents	Context Press		ProQuest Ebook Central		EBC:4460298	978-1-62625-357-5				Unique_Item_Investigations	2	2	0
ACT for Adolescents	Context Press		ProQuest Ebook Central		EBC:4460298	978-1-62625-357-5				Unique_Title_Investigations	2	2	0
Adapting Curriculum to Bridge Equity Gaps	Organization for Economic Cooperation & Development		ProQuest Ebook Central		EBC:6688776	978-92-64-83321-0				Total_Item_Investigations	5	5	0
Adapting Curriculum to Bridge Equity Gaps	Organization for Economic Cooperation & Development		ProQuest Ebook Central		EBC:6688776	978-92-64-83321-0				Unique_Item_Investigations	2	2	0
Adapting Curriculum to Bridge Equity Gaps	Organization for Economic Cooperation & Development		ProQuest Ebook Central		EBC:6688776	978-92-64-83321-0				Total_Item_Requests	1	1	0
Adapting Curriculum to Bridge Equity Gaps	Organization for Economic Cooperation & Development		ProQuest Ebook Central		EBC:6688776	978-92-64-83321-0				Unique_Item_Requests	1	1	0
Adapting Curriculum to Bridge Equity Gaps	Organization for Economic Cooperation & Development		ProQuest Ebook Central		EBC:6688776	978-92-64-83321-0				Unique_Title_Investigations	2	2	0
Adapting Curriculum to Bridge Equity Gaps	Organization for Economic Cooperation & Development		ProQuest Ebook Central		EBC:6688776	978-92-64-83321-0				Unique_Title_Requests	1	1	0
Advances in Quantum Computation	American Mathematical Society		ProQuest Ebook Central		EBC:3113162	978-0-8218-4627-8				Total_Item_Investigations	1	0	1
Advances in Quantum Computation	American Mathematical Society		ProQuest Ebook Central		EBC:3113162	978-0-8218-4627-8				Unique_Item_Investigations	1	0	1
Advances in Quantum Computation	American Mathematical Society		ProQuest Ebook Central		EBC:3113162	978-0-8218-4627-8				Unique_Title_Investigations	1	0	1
Advances in Veterinary Dermatology, Volume 7	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1170127	978-1-118-64487-4				Total_Item_Investigations	3	3	0
Advances in Veterinary Dermatology, Volume 7	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1170127	978-1-118-64487-4				Unique_Item_Investigations	1	1	0
Advances in Veterinary Dermatology, Volume 7	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1170127	978-1-118-64487-4				Total_Item_Requests	1	1	0
Advances in Veterinary Dermatology, Volume 7	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1170127	978-1-118-64487-4				Unique_Item_Requests	1	1	0
Advances in Veterinary Dermatology, Volume 7	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1170127	978-1-118-64487-4				Unique_Title_Investigations	1	1	0
Advances in Veterinary Dermatology, Volume 7	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1170127	978-1-118-64487-4				Unique_Title_Requests	1	1	0
Against Borders	Verso Books		ProQuest Ebook Central		EBC:7023222	978-1-83976-195-9				Total_Item_Investigations	1	1	0
Against Borders	Verso Books		ProQuest Ebook Central		EBC:7023222	978-1-83976-195-9				Unique_Item_Investigations	1	1	0
Against Borders	Verso Books		ProQuest Ebook Central		EBC:7023222	978-1-83976-195-9				Unique_Title_Investigations	1	1	0
Ageing, The Body and Social Change	Palgrave Macmillan UK		ProQuest Ebook Central		EBC:4323930	978-0-230-51759-2				No_License	1	0	1
Agriculture and Rural Society after the Black Death	University Of Hertfordshire Press		ProQuest Ebook Central		EBC:716171	978-1-902806-79-2				Total_Item_Investigations	3	0	3
Agriculture and Rural Society after the Black Death	University Of Hertfordshire Press		ProQuest Ebook Central		EBC:716171	978-1-902806-79-2				Unique_Item_Investigations	1	0	1
Agriculture and Rural Society after the Black Death	University Of Hertfordshire Press		ProQuest Ebook Central		EBC:716171	978-1-902806-79-2				Total_Item_Requests	1	0	1
Agriculture and Rural Society after the Black Death	University Of Hertfordshire Press		ProQuest Ebook Central		EBC:716171	978-1-902806-79-2				Unique_Item_Requests	1	0	1
Agriculture and Rural Society after the Black Death	University Of Hertfordshire Press		ProQuest Ebook Central		EBC:716171	978-1-902806-79-2				Unique_Title_Investigations	1	0	1
Agriculture and Rural Society after the Black Death	University Of Hertfordshire Press		ProQuest Ebook Central		EBC:716171	978-1-902806-79-2				Unique_Title_Requests	1	0	1
American Anthropology, 1971-1995	University of Nebraska Press		ProQuest Ebook Central		EBC:565757	978-0-8032-6635-3				Total_Item_Investigations	7	7	0
American Anthropology, 1971-1995	University of Nebraska Press		ProQuest Ebook Central		EBC:565757	978-0-8032-6635-3				Unique_Item_Investigations	2	2	0
American Anthropology, 1971-1995	University of Nebraska Press		ProQuest Ebook Central		EBC:565757	978-0-8032-6635-3				Total_Item_Requests	5	5	0
American Anthropology, 1971-1995	University of Nebraska Press		ProQuest Ebook Central		EBC:565757	978-0-8032-6635-3				Unique_Item_Requests	2	2	0
American Anthropology, 1971-1995	University of Nebraska Press		ProQuest Ebook Central		EBC:565757	978-0-8032-6635-3				Unique_Title_Investigations	2	2	0
American Anthropology, 1971-1995	University of Nebraska Press		ProQuest Ebook Central		EBC:565757	978-0-8032-6635-3				Unique_Title_Requests	2	2	0
An Introduction to MATLAB® Programming and Numerical Methods for Engineers	Elsevier Science & Technology		ProQuest Ebook Central		EBC:5754503	978-0-12-420228-3				Total_Item_Investigations	23	23	0
An Introduction to MATLAB® Programming and Numerical Methods for Engineers	Elsevier Science & Technology		ProQuest Ebook Central		EBC:5754503	978-0-12-420228-3				Unique_Item_Investigations	9	9	0
An Introduction to MATLAB® Programming and Numerical Methods for Engineers	Elsevier Science & Technology		ProQuest Ebook Central		EBC:5754503	978-0-12-420228-3				Total_Item_Requests	15	15	0
An Introduction to MATLAB® Programming and Numerical Methods for Engineers	Elsevier Science & Technology		ProQuest Ebook Central		EBC:5754503	978-0-12-420228-3				Unique_Item_Requests	6	6	0
An Introduction to MATLAB® Programming and Numerical Methods for Engineers	Elsevier Science & Technology		ProQuest Ebook Central		EBC:5754503	978-0-12-420228-3				Unique_Title_Investigations	8	8	0
An Introduction to MATLAB® Programming and Numerical Methods for Engineers	Elsevier Science & Technology		ProQuest Ebook Central		EBC:5754503	978-0-12-420228-3				Unique_Title_Requests	5	5	0
An Organ of Murder	Rutgers University Press		ProQuest Ebook Central		EBC:6389617	978-1-9788-1307-6				Total_Item_Investigations	1	1	0
An Organ of Murder	Rutgers University Press		ProQuest Ebook Central		EBC:6389617	978-1-9788-1307-6				Unique_Item_Investigations	1	1	0
An Organ of Murder	Rutgers University Press		ProQuest Ebook Central		EBC:6389617	978-1-9788-1307-6				Total_Item_Requests	1	1	0
An Organ of Murder	Rutgers University Press		ProQuest Ebook Central		EBC:6389617	978-1-9788-1307-6				Unique_Item_Requests	1	1	0
An Organ of Murder	Rutgers University Press		ProQuest Ebook Central		EBC:6389617	978-1-9788-1307-6				Unique_Title_Investigations	1	1	0
An Organ of Murder	Rutgers University Press		ProQuest Ebook Central		EBC:6389617	978-1-9788-1307-6				Unique_Title_Requests	1	1	0
An Unusual Inquisition	BRILL		ProQuest Ebook Central		EBC:6827598	978-90-04-42378-7				Total_Item_Investigations	28	7	21
An Unusual Inquisition	BRILL		ProQuest Ebook Central		EBC:6827598	978-90-04-42378-7				Unique_Item_Investigations	5	1	4
An Unusual Inquisition	BRILL		ProQuest Ebook Central		EBC:6827598	978-90-04-42378-7				Total_Item_Requests	23	6	17
An Unusual Inquisition	BRILL		ProQuest Ebook Central		EBC:6827598	978-90-04-42378-7				Unique_Item_Requests	5	1	4
An Unusual Inquisition	BRILL		ProQuest Ebook Central		EBC:6827598	978-90-04-42378-7				Unique_Title_Investigations	5	1	4
An Unusual Inquisition	BRILL		ProQuest Ebook Central		EBC:6827598	978-90-04-42378-7				Unique_Title_Requests	5	1	4
And Keep Your Powder Dry	Berghahn Books, Incorporated		ProQuest Ebook Central		EBC:4197989	978-1-57181-217-9				Total_Item_Investigations	1	1	0
And Keep Your Powder Dry	Berghahn Books, Incorporated		ProQuest Ebook Central		EBC:4197989	978-1-57181-217-9				Unique_Item_Investigations	1	1	0
And Keep Your Powder Dry	Berghahn Books, Incorporated		ProQuest Ebook Central		EBC:4197989	978-1-57181-217-9				Unique_Title_Investigations	1	1	0
Animal Reproduction in Veterinary Medicine	IntechOpen		ProQuest Ebook Central		EBC:30390300					Total_Item_Investigations	1	0	1
Animal Reproduction in Veterinary Medicine	IntechOpen		ProQuest Ebook Central		EBC:30390300					Unique_Item_Investigations	1	0	1
Animal Reproduction in Veterinary Medicine	IntechOpen		ProQuest Ebook Central		EBC:30390300					Unique_Title_Investigations	1	0	1
Antimicrobial Resistance in Bacteria from Livestock and Companion Animals	ASM Press		ProQuest Ebook Central		EBC:5742362	978-1-55581-979-8				Total_Item_Investigations	1	0	1
Antimicrobial Resistance in Bacteria from Livestock and Companion Animals	ASM Press		ProQuest Ebook Central		EBC:5742362	978-1-55581-979-8				Unique_Item_Investigations	1	0	1
Antimicrobial Resistance in Bacteria from Livestock and Companion Animals	ASM Press		ProQuest Ebook Central		EBC:5742362	978-1-55581-979-8				Unique_Title_Investigations	1	0	1
Ashes of My Dreams	Nimbus Publishing, Limited		ProQuest Ebook Central		EBC:5344805	978-1-927502-69-3				Total_Item_Investigations	3587	2018	1569
Ashes of My Dreams	Nimbus Publishing, Limited		ProQuest Ebook Central		EBC:5344805	978-1-927502-69-3				Unique_Item_Investigations	451	287	164
Ashes of My Dreams	Nimbus Publishing, Limited		ProQuest Ebook Central		EBC:5344805	978-1-927502-69-3				Total_Item_Requests	3264	1795	1469
Ashes of My Dreams	Nimbus Publishing, Limited		ProQuest Ebook Central		EBC:5344805	978-1-927502-69-3				Unique_Item_Requests	397	247	150
Ashes of My Dreams	Nimbus Publishing, Limited		ProQuest Ebook Central		EBC:5344805	978-1-927502-69-3				Unique_Title_Investigations	352	225	127
Ashes of My Dreams	Nimbus Publishing, Limited		ProQuest Ebook Central		EBC:5344805	978-1-927502-69-3				Unique_Title_Requests	298	185	113
Atlas of Emergency Medicine Procedures	Springer New York		ProQuest Ebook Central		EBC:4389993	978-1-4939-2506-3				Total_Item_Investigations	2	2	0
Atlas of Emergency Medicine Procedures	Springer New York		ProQuest Ebook Central		EBC:4389993	978-1-4939-2506-3				Unique_Item_Investigations	2	2	0
Atlas of Emergency Medicine Procedures	Springer New York		ProQuest Ebook Central		EBC:4389993	978-1-4939-2506-3				Unique_Title_Investigations	2	2	0
Atlas of Small Animal Ultrasonography	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:4180219	978-1-118-35998-3				Total_Item_Investigations	2	2	0
Atlas of Small Animal Ultrasonography	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:4180219	978-1-118-35998-3				Unique_Item_Investigations	1	1	0
Atlas of Small Animal Ultrasonography	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:4180219	978-1-118-35998-3				Total_Item_Requests	1	1	0
Atlas of Small Animal Ultrasonography	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:4180219	978-1-118-35998-3				Unique_Item_Requests	1	1	0
Atlas of Small Animal Ultrasonography	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:4180219	978-1-118-35998-3				Unique_Title_Investigations	1	1	0
Atlas of Small Animal Ultrasonography	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:4180219	978-1-118-35998-3				Unique_Title_Requests	1	1	0
Avian Virology	Caister Academic Press		ProQuest Ebook Central		EBC:5897871	978-1-912530-10-6				Total_Item_Investigations	2	2	0
Avian Virology	Caister Academic Press		ProQuest Ebook Central		EBC:5897871	978-1-912530-10-6				Unique_Item_Investigations	1	1	0
Avian Virology	Caister Academic Press		ProQuest Ebook Central		EBC:5897871	978-1-912530-10-6				Total_Item_Requests	1	1	0
Avian Virology	Caister Academic Press		ProQuest Ebook Central		EBC:5897871	978-1-912530-10-6				Unique_Item_Requests	1	1	0
Avian Virology	Caister Academic Press		ProQuest Ebook Central		EBC:5897871	978-1-912530-10-6				Unique_Title_Investigations	1	1	0
Avian Virology	Caister Academic Press		ProQuest Ebook Central		EBC:5897871	978-1-912530-10-6				Unique_Title_Requests	1	1	0
Bacterial Diseases	Bentham Science Publishers		ProQuest Ebook Central		EBC:6371159	978-981-14-7374-6				Total_Item_Investigations	3	0	3
Bacterial Diseases	Bentham Science Publishers		ProQuest Ebook Central		EBC:6371159	978-981-14-7374-6				Unique_Item_Investigations	1	0	1
Bacterial Diseases	Bentham Science Publishers		ProQuest Ebook Central		EBC:6371159	978-981-14-7374-6				Total_Item_Requests	2	0	2
Bacterial Diseases	Bentham Science Publishers		ProQuest Ebook Central		EBC:6371159	978-981-14-7374-6				Unique_Item_Requests	1	0	1
Bacterial Diseases	Bentham Science Publishers		ProQuest Ebook Central		EBC:6371159	978-981-14-7374-6				Unique_Title_Investigations	1	0	1
Bacterial Diseases	Bentham Science Publishers		ProQuest Ebook Central		EBC:6371159	978-981-14-7374-6				Unique_Title_Requests	1	0	1
Bananas	Grove/Atlantic, Incorporated		ProQuest Ebook Central		EBC:5504137	978-1-84767-194-3				No_License	1	0	1
Becoming the Gospel	William B. Eerdmans Publishing Company		ProQuest Ebook Central		EBC:4859272	978-0-8028-6884-8				Total_Item_Investigations	5	0	5
Becoming the Gospel	William B. Eerdmans Publishing Company		ProQuest Ebook Central		EBC:4859272	978-0-8028-6884-8				Unique_Item_Investigations	1	0	1
Becoming the Gospel	William B. Eerdmans Publishing Company		ProQuest Ebook Central		EBC:4859272	978-0-8028-6884-8				Total_Item_Requests	2	0	2
Becoming the Gospel	William B. Eerdmans Publishing Company		ProQuest Ebook Central		EBC:4859272	978-0-8028-6884-8				Unique_Item_Requests	1	0	1
Becoming the Gospel	William B. Eerdmans Publishing Company		ProQuest Ebook Central		EBC:4859272	978-0-8028-6884-8				Unique_Title_Investigations	1	0	1
Becoming the Gospel	William B. Eerdmans Publishing Company		ProQuest Ebook Central		EBC:4859272	978-0-8028-6884-8				Unique_Title_Requests	1	0	1
Behavioral Business Ethics	Taylor & Francis Group		ProQuest Ebook Central		EBC:956988	978-0-415-87324-6				Total_Item_Investigations	9	9	0
Behavioral Business Ethics	Taylor & Francis Group		ProQuest Ebook Central		EBC:956988	978-0-415-87324-6				Unique_Item_Investigations	1	1	0
Behavioral Business Ethics	Taylor & Francis Group		ProQuest Ebook Central		EBC:956988	978-0-415-87324-6				Total_Item_Requests	6	6	0
Behavioral Business Ethics	Taylor & Francis Group		ProQuest Ebook Central		EBC:956988	978-0-415-87324-6				Unique_Item_Requests	1	1	0
Behavioral Business Ethics	Taylor & Francis Group		ProQuest Ebook Central		EBC:956988	978-0-415-87324-6				Unique_Title_Investigations	1	1	0
Behavioral Business Ethics	Taylor & Francis Group		ProQuest Ebook Central		EBC:956988	978-0-415-87324-6				Unique_Title_Requests	1	1	0
Bergey's Manual of Systematic Bacteriology	Springer New York		ProQuest Ebook Central		EBC:690719	978-0-387-95042-6				Total_Item_Investigations	1	0	1
Bergey's Manual of Systematic Bacteriology	Springer New York		ProQuest Ebook Central		EBC:690719	978-0-387-95042-6				Unique_Item_Investigations	1	0	1
Bergey's Manual of Systematic Bacteriology	Springer New York		ProQuest Ebook Central		EBC:690719	978-0-387-95042-6				Unique_Title_Investigations	1	0	1
Bergey's Manual® of Systematic Bacteriology	Springer		ProQuest Ebook Central		EBC:302700	978-0-387-24145-6				Total_Item_Investigations	4	0	4
Bergey's Manual® of Systematic Bacteriology	Springer		ProQuest Ebook Central		EBC:302700	978-0-387-24145-6				Unique_Item_Investigations	1	0	1
Bergey's Manual® of Systematic Bacteriology	Springer		ProQuest Ebook Central		EBC:302700	978-0-387-24145-6				Total_Item_Requests	1	0	1
Bergey's Manual® of Systematic Bacteriology	Springer		ProQuest Ebook Central		EBC:302700	978-0-387-24145-6				Unique_Item_Requests	1	0	1
Bergey's Manual® of Systematic Bacteriology	Springer		ProQuest Ebook Central		EBC:302700	978-0-387-24145-6				Unique_Title_Investigations	1	0	1
Bergey's Manual® of Systematic Bacteriology	Springer		ProQuest Ebook Central		EBC:302700	978-0-387-24145-6				Unique_Title_Requests	1	0	1
Between Two Empires	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:3052015	978-0-19-515940-0				Total_Item_Investigations	2	0	2
Between Two Empires	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:3052015	978-0-19-515940-0				Unique_Item_Investigations	1	0	1
Between Two Empires	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:3052015	978-0-19-515940-0				Unique_Title_Investigations	1	0	1
Beyond Freedom and Dignity	Hackett Publishing Company, Incorporated		ProQuest Ebook Central		EBC:473627	978-0-87220-628-1				Total_Item_Investigations	2	2	0
Beyond Freedom and Dignity	Hackett Publishing Company, Incorporated		ProQuest Ebook Central		EBC:473627	978-0-87220-628-1				Unique_Item_Investigations	2	2	0
Beyond Freedom and Dignity	Hackett Publishing Company, Incorporated		ProQuest Ebook Central		EBC:473627	978-0-87220-628-1				Unique_Title_Investigations	2	2	0
Biodiversity of the Gulf of Guinea Oceanic Islands	Springer International Publishing AG		ProQuest Ebook Central		EBC:7118638	978-3-031-06152-3				Total_Item_Investigations	3	0	3
Biodiversity of the Gulf of Guinea Oceanic Islands	Springer International Publishing AG		ProQuest Ebook Central		EBC:7118638	978-3-031-06152-3				Unique_Item_Investigations	1	0	1
Biodiversity of the Gulf of Guinea Oceanic Islands	Springer International Publishing AG		ProQuest Ebook Central		EBC:7118638	978-3-031-06152-3				Total_Item_Requests	1	0	1
Biodiversity of the Gulf of Guinea Oceanic Islands	Springer International Publishing AG		ProQuest Ebook Central		EBC:7118638	978-3-031-06152-3				Unique_Item_Requests	1	0	1
Biodiversity of the Gulf of Guinea Oceanic Islands	Springer International Publishing AG		ProQuest Ebook Central		EBC:7118638	978-3-031-06152-3				Unique_Title_Investigations	1	0	1
Biodiversity of the Gulf of Guinea Oceanic Islands	Springer International Publishing AG		ProQuest Ebook Central		EBC:7118638	978-3-031-06152-3				Unique_Title_Requests	1	0	1
Blackwell's Five-Minute Veterinary Consult	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:6516139	978-1-119-51317-9				Total_Item_Investigations	24	21	3
Blackwell's Five-Minute Veterinary Consult	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:6516139	978-1-119-51317-9				Unique_Item_Investigations	8	7	1
Blackwell's Five-Minute Veterinary Consult	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:6516139	978-1-119-51317-9				Total_Item_Requests	18	16	2
Blackwell's Five-Minute Veterinary Consult	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:6516139	978-1-119-51317-9				Unique_Item_Requests	7	6	1
Blackwell's Five-Minute Veterinary Consult	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:6516139	978-1-119-51317-9				Unique_Title_Investigations	8	7	1
Blackwell's Five-Minute Veterinary Consult	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:6516139	978-1-119-51317-9				Unique_Title_Requests	7	6	1
Blackwell's Five-Minute Veterinary Consult Clinical Companion	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:818659	978-0-8138-2012-5				Total_Item_Investigations	4	2	2
Blackwell's Five-Minute Veterinary Consult Clinical Companion	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:818659	978-0-8138-2012-5				Unique_Item_Investigations	2	1	1
Blackwell's Five-Minute Veterinary Consult Clinical Companion	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:818659	978-0-8138-2012-5				Total_Item_Requests	2	1	1
Blackwell's Five-Minute Veterinary Consult Clinical Companion	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:818659	978-0-8138-2012-5				Unique_Item_Requests	2	1	1
Blackwell's Five-Minute Veterinary Consult Clinical Companion	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:818659	978-0-8138-2012-5				Unique_Title_Investigations	2	1	1
