Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	physio:00015659
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-02T01:53:26Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
An in vivo and in vitro assessment of TOR signaling cascade in rainbow trout (Oncorhynchus mykiss)	American Physiological Society		The American Physiological Society	10.1152/ajpregu.00146.2008						Unique_Item_Investigations	1	1	0
An in vivo and in vitro assessment of TOR signaling cascade in rainbow trout (Oncorhynchus mykiss)	American Physiological Society		The American Physiological Society	10.1152/ajpregu.00146.2008						Total_Item_Requests	2	2	0
An in vivo and in vitro assessment of TOR signaling cascade in rainbow trout (Oncorhynchus mykiss)	American Physiological Society		The American Physiological Society	10.1152/ajpregu.00146.2008						Total_Item_Investigations	2	2	0
An in vivo and in vitro assessment of TOR signaling cascade in rainbow trout (Oncorhynchus mykiss)	American Physiological Society		The American Physiological Society	10.1152/ajpregu.00146.2008						Unique_Item_Requests	1	1	0
Avian renal portal valve: a reexamination of its innervation	American Physiological Society		The American Physiological Society	10.1152/ajpheart.1983.245.4.H628						Unique_Item_Investigations	1	1	0
Avian renal portal valve: a reexamination of its innervation	American Physiological Society		The American Physiological Society	10.1152/ajpheart.1983.245.4.H628						Total_Item_Requests	2	2	0
Avian renal portal valve: a reexamination of its innervation	American Physiological Society		The American Physiological Society	10.1152/ajpheart.1983.245.4.H628						Total_Item_Investigations	3	3	0
Avian renal portal valve: a reexamination of its innervation	American Physiological Society		The American Physiological Society	10.1152/ajpheart.1983.245.4.H628						Unique_Item_Requests	1	1	0
Carbohydrate feedings and exercise performance: effect of initial muscle glycogen concentration	American Physiological Society		The American Physiological Society	10.1152/jappl.1993.74.6.2998						Unique_Item_Investigations	1	1	0
Carbohydrate feedings and exercise performance: effect of initial muscle glycogen concentration	American Physiological Society		The American Physiological Society	10.1152/jappl.1993.74.6.2998						Total_Item_Requests	1	1	0
Carbohydrate feedings and exercise performance: effect of initial muscle glycogen concentration	American Physiological Society		The American Physiological Society	10.1152/jappl.1993.74.6.2998						Total_Item_Investigations	1	1	0
Carbohydrate feedings and exercise performance: effect of initial muscle glycogen concentration	American Physiological Society		The American Physiological Society	10.1152/jappl.1993.74.6.2998						Unique_Item_Requests	1	1	0
CHEMICAL CHANGES IN THE BLOOD AND THEIR CLINICAL SIGNIFICANCE	American Physiological Society		The American Physiological Society	10.1152/physrev.1940.20.1.1						Unique_Item_Investigations	1	1	0
CHEMICAL CHANGES IN THE BLOOD AND THEIR CLINICAL SIGNIFICANCE	American Physiological Society		The American Physiological Society	10.1152/physrev.1940.20.1.1						Total_Item_Requests	1	1	0
CHEMICAL CHANGES IN THE BLOOD AND THEIR CLINICAL SIGNIFICANCE	American Physiological Society		The American Physiological Society	10.1152/physrev.1940.20.1.1						Total_Item_Investigations	1	1	0
CHEMICAL CHANGES IN THE BLOOD AND THEIR CLINICAL SIGNIFICANCE	American Physiological Society		The American Physiological Society	10.1152/physrev.1940.20.1.1						Unique_Item_Requests	1	1	0
Chronic stress inhibits growth and induces proteolytic mechanisms through two different nonoverlapping pathways in the skeletal muscle of a teleost fish	American Physiological Society		The American Physiological Society	10.1152/ajpregu.00009.2017						Unique_Item_Investigations	1	1	0
Chronic stress inhibits growth and induces proteolytic mechanisms through two different nonoverlapping pathways in the skeletal muscle of a teleost fish	American Physiological Society		The American Physiological Society	10.1152/ajpregu.00009.2017						Total_Item_Requests	1	1	0
Chronic stress inhibits growth and induces proteolytic mechanisms through two different nonoverlapping pathways in the skeletal muscle of a teleost fish	American Physiological Society		The American Physiological Society	10.1152/ajpregu.00009.2017						Total_Item_Investigations	1	1	0
Chronic stress inhibits growth and induces proteolytic mechanisms through two different nonoverlapping pathways in the skeletal muscle of a teleost fish	American Physiological Society		The American Physiological Society	10.1152/ajpregu.00009.2017						Unique_Item_Requests	1	1	0
Comparative nephron function in reptiles, birds, and mammals	American Physiological Society		The American Physiological Society	10.1152/ajpregu.1980.239.3.R197						Unique_Item_Investigations	1	1	0
Comparative nephron function in reptiles, birds, and mammals	American Physiological Society		The American Physiological Society	10.1152/ajpregu.1980.239.3.R197						Total_Item_Requests	1	1	0
Comparative nephron function in reptiles, birds, and mammals	American Physiological Society		The American Physiological Society	10.1152/ajpregu.1980.239.3.R197						Total_Item_Investigations	2	2	0
Comparative nephron function in reptiles, birds, and mammals	American Physiological Society		The American Physiological Society	10.1152/ajpregu.1980.239.3.R197						Unique_Item_Requests	1	1	0
Continuous measurement of blood flow in the superior sagittal sinus of the lamb	American Physiological Society		The American Physiological Society	10.1152/ajpregu.1995.269.2.R274						Unique_Item_Investigations	1	1	0
Continuous measurement of blood flow in the superior sagittal sinus of the lamb	American Physiological Society		The American Physiological Society	10.1152/ajpregu.1995.269.2.R274						Total_Item_Requests	2	2	0
Continuous measurement of blood flow in the superior sagittal sinus of the lamb	American Physiological Society		The American Physiological Society	10.1152/ajpregu.1995.269.2.R274						Total_Item_Investigations	3	3	0
Continuous measurement of blood flow in the superior sagittal sinus of the lamb	American Physiological Society		The American Physiological Society	10.1152/ajpregu.1995.269.2.R274						Unique_Item_Requests	1	1	0
Contracting C2C12 myotubes release CCL2 in an NF-κB-dependent manner to induce monocyte chemoattraction	American Physiological Society		The American Physiological Society	10.1152/ajpendo.00325.2015						Unique_Item_Investigations	3	3	0
Contracting C2C12 myotubes release CCL2 in an NF-κB-dependent manner to induce monocyte chemoattraction	American Physiological Society		The American Physiological Society	10.1152/ajpendo.00325.2015						Total_Item_Requests	4	4	0
Contracting C2C12 myotubes release CCL2 in an NF-κB-dependent manner to induce monocyte chemoattraction	American Physiological Society		The American Physiological Society	10.1152/ajpendo.00325.2015						Total_Item_Investigations	4	4	0
Contracting C2C12 myotubes release CCL2 in an NF-κB-dependent manner to induce monocyte chemoattraction	American Physiological Society		The American Physiological Society	10.1152/ajpendo.00325.2015						Unique_Item_Requests	3	3	0
Creatine and Creatinine Metabolism	American Physiological Society		The American Physiological Society	10.1152/physrev.2000.80.3.1107						Unique_Item_Investigations	1	1	0
Creatine and Creatinine Metabolism	American Physiological Society		The American Physiological Society	10.1152/physrev.2000.80.3.1107						Total_Item_Requests	1	1	0
Creatine and Creatinine Metabolism	American Physiological Society		The American Physiological Society	10.1152/physrev.2000.80.3.1107						Total_Item_Investigations	1	1	0
Creatine and Creatinine Metabolism	American Physiological Society		The American Physiological Society	10.1152/physrev.2000.80.3.1107						Unique_Item_Requests	1	1	0
Creatine synthesis: hepatic metabolism of guanidinoacetate and creatine in the rat in vitro and in vivo	American Physiological Society		The American Physiological Society	10.1152/ajpendo.90547.2008						Unique_Item_Investigations	1	1	0
Creatine synthesis: hepatic metabolism of guanidinoacetate and creatine in the rat in vitro and in vivo	American Physiological Society		The American Physiological Society	10.1152/ajpendo.90547.2008						Total_Item_Requests	1	1	0
Creatine synthesis: hepatic metabolism of guanidinoacetate and creatine in the rat in vitro and in vivo	American Physiological Society		The American Physiological Society	10.1152/ajpendo.90547.2008						Total_Item_Investigations	1	1	0
Creatine synthesis: hepatic metabolism of guanidinoacetate and creatine in the rat in vitro and in vivo	American Physiological Society		The American Physiological Society	10.1152/ajpendo.90547.2008						Unique_Item_Requests	1	1	0
Critical role of bicarbonate in calcium release from bone	American Physiological Society		The American Physiological Society	10.1152/ajprenal.1992.263.3.F510						Unique_Item_Investigations	2	2	0
Critical role of bicarbonate in calcium release from bone	American Physiological Society		The American Physiological Society	10.1152/ajprenal.1992.263.3.F510						Total_Item_Requests	2	2	0
Critical role of bicarbonate in calcium release from bone	American Physiological Society		The American Physiological Society	10.1152/ajprenal.1992.263.3.F510						Total_Item_Investigations	3	3	0
Critical role of bicarbonate in calcium release from bone	American Physiological Society		The American Physiological Society	10.1152/ajprenal.1992.263.3.F510						Unique_Item_Requests	2	2	0
Deconstructing metabolic inflammation using cellular systems	American Physiological Society		The American Physiological Society	10.1152/ajpendo.00039.2017						Unique_Item_Investigations	1	1	0
Deconstructing metabolic inflammation using cellular systems	American Physiological Society		The American Physiological Society	10.1152/ajpendo.00039.2017						Total_Item_Requests	1	1	0
Deconstructing metabolic inflammation using cellular systems	American Physiological Society		The American Physiological Society	10.1152/ajpendo.00039.2017						Total_Item_Investigations	1	1	0
Deconstructing metabolic inflammation using cellular systems	American Physiological Society		The American Physiological Society	10.1152/ajpendo.00039.2017						Unique_Item_Requests	1	1	0
Depolarization-induced slow Ca2+ transients stimulate transcription of IL-6 gene in skeletal muscle cells	American Physiological Society		The American Physiological Society	10.1152/ajpcell.00449.2005						Unique_Item_Investigations	1	1	0
Depolarization-induced slow Ca2+ transients stimulate transcription of IL-6 gene in skeletal muscle cells	American Physiological Society		The American Physiological Society	10.1152/ajpcell.00449.2005						Total_Item_Requests	1	1	0
Depolarization-induced slow Ca2+ transients stimulate transcription of IL-6 gene in skeletal muscle cells	American Physiological Society		The American Physiological Society	10.1152/ajpcell.00449.2005						Total_Item_Investigations	1	1	0
