Report_Name	Journal Requests by YOP (Excluding OA_Gold)
Report_ID	TR_J4
Release	5
Institution_Name	
Institution_ID	AMS:UPEIS*CHA
Metric_Types	No_License; Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests
Report_Filters	Data_Type=Journal; Access_Method=Regular; Access_Type=Controlled; Data_Type=Book
Report_Attributes	
Exceptions	
Reporting_Period	
Created	2024-03-05T10:44:55-05:00
Created_By	American Mathematical Society

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
