Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	arrs:638004
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Section_Type|Access_Type|Access_Method|YOP
Exceptions	
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-05T07:47:57Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Data_Type	Section_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	1989	Controlled	Regular	Unique_Item_Investigations	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	1989	Controlled	Regular	Total_Item_Investigations	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2004	Controlled	Regular	Unique_Item_Investigations	1	0	1
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2004	Controlled	Regular	Unique_Item_Requests	1	0	1
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2004	Controlled	Regular	Total_Item_Requests	2	0	2
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2004	Controlled	Regular	Total_Item_Investigations	2	0	2
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2005	Controlled	Regular	Unique_Item_Investigations	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2005	Controlled	Regular	Unique_Item_Requests	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2005	Controlled	Regular	Total_Item_Requests	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2005	Controlled	Regular	Total_Item_Investigations	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2012	Controlled	Regular	Unique_Item_Investigations	1	0	1
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2012	Controlled	Regular	Unique_Item_Requests	1	0	1
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2012	Controlled	Regular	Total_Item_Requests	1	0	1
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2012	Controlled	Regular	Total_Item_Investigations	1	0	1
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2015	Controlled	Regular	Unique_Item_Investigations	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2015	Controlled	Regular	Unique_Item_Requests	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2015	Controlled	Regular	Total_Item_Requests	1	1	0
American Journal of Roentgenology	American Roentgen Ray Society		American Roentgen Ray Society	10.2214/ajr	arrs:ajr		0361-803X	1546-3141		Journal	Article	2015	Controlled	Regular	Total_Item_Investigations	1	1	0
