Report_Name	Journal Requests by YOP (Excluding OA_Gold)
Report_ID	TR_J4
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	mbs:sgid023870
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Data_Type=Journal; Access_Type=Controlled
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates(Request Usage is available up to 2024-01-31.) ()
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:50:53Z
Created_By	Microbiology Society

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
International Journal of Systematic and Evolutionary Microbiology	Microbiology Society		mbs			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem	1996	Total_Item_Requests	2	2	0
International Journal of Systematic and Evolutionary Microbiology	Microbiology Society		mbs			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem	1996	Unique_Item_Requests	2	2	0
International Journal of Systematic and Evolutionary Microbiology	Microbiology Society		mbs			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem	2009	Total_Item_Requests	1	1	0
International Journal of Systematic and Evolutionary Microbiology	Microbiology Society		mbs			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem	2009	Unique_Item_Requests	1	1	0
International Journal of Systematic and Evolutionary Microbiology	Microbiology Society		mbs			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem	2017	Total_Item_Requests	1	1	0
International Journal of Systematic and Evolutionary Microbiology	Microbiology Society		mbs			1466-5026	1466-5034	https://www.microbiologyresearch.org/content/journal/ijsem	2017	Unique_Item_Requests	1	1	0
Journal of General Virology	Microbiology Society		mbs			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv	1995	Total_Item_Requests	1	1	0
Journal of General Virology	Microbiology Society		mbs			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv	1995	Unique_Item_Requests	1	1	0
Journal of General Virology	Microbiology Society		mbs			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv	2006	Total_Item_Requests	2	2	0
Journal of General Virology	Microbiology Society		mbs			0022-1317	1465-2099	https://www.microbiologyresearch.org/content/journal/jgv	2006	Unique_Item_Requests	1	1	0
Journal of Medical Microbiology	Microbiology Society		mbs			0022-2615	1473-5644	https://www.microbiologyresearch.org/content/journal/jmm	2021	Total_Item_Requests	2	2	0
Journal of Medical Microbiology	Microbiology Society		mbs			0022-2615	1473-5644	https://www.microbiologyresearch.org/content/journal/jmm	2021	Unique_Item_Requests	1	1	0
Microbiology	Microbiology Society		mbs			1350-0872	1465-2080	https://www.microbiologyresearch.org/content/journal/micro	2020	Total_Item_Requests	1	1	0
Microbiology	Microbiology Society		mbs			1350-0872	1465-2080	https://www.microbiologyresearch.org/content/journal/micro	2020	Unique_Item_Requests	1	1	0
