Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	Silverchair:35310
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates ()
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T00:00:00Z
Created_By	Silverchair

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
A Brief Measure for Assessing Generalized Anxiety Disorder<subtitle>The GAD-7</subtitle>	American Medical Association		American Medical Association	10.1001/archinte.166.10.1092	Silverchair:410326					Unique_Item_Requests	1	1	0
A Brief Measure for Assessing Generalized Anxiety Disorder<subtitle>The GAD-7</subtitle>	American Medical Association		American Medical Association	10.1001/archinte.166.10.1092	Silverchair:410326					Unique_Item_Investigations	1	1	0
"Addressing Social Determinants of Health in Federal Programs<alt-title alt-title-type=""running-head"">JAMA Forum</alt-title>"	American Medical Association		American Medical Association	10.1001/jamahealthforum.2022.1064	Silverchair:2790811					Unique_Item_Investigations	1	1	0
"Addressing Social Determinants of Health in Federal Programs<alt-title alt-title-type=""running-head"">JAMA Forum</alt-title>"	American Medical Association		American Medical Association	10.1001/jamahealthforum.2022.1064	Silverchair:2790811					Unique_Item_Requests	1	1	0
"Addressing Social Determinants of Health in Federal Programs<alt-title alt-title-type=""running-head"">JAMA Forum</alt-title>"	American Medical Association		American Medical Association	10.1001/jamahealthforum.2022.1064	Silverchair:2790811					Unique_Item_Investigations	1	1	0
"Addressing Social Determinants of Health in Federal Programs<alt-title alt-title-type=""running-head"">JAMA Forum</alt-title>"	American Medical Association		American Medical Association	10.1001/jamahealthforum.2022.1064	Silverchair:2790811					Unique_Item_Requests	1	1	0
"Amanda<alt-title alt-title-type=""headline"">Amanda</alt-title><alt-title alt-title-type=""running-head"">Poetry and Medicine</alt-title>"	American Medical Association		American Medical Association	10.1001/jama.2023.22723	Silverchair:2813771					Unique_Item_Requests	1	1	0
"Amanda<alt-title alt-title-type=""headline"">Amanda</alt-title><alt-title alt-title-type=""running-head"">Poetry and Medicine</alt-title>"	American Medical Association		American Medical Association	10.1001/jama.2023.22723	Silverchair:2813771					Unique_Item_Investigations	1	1	0
"Amanda<alt-title alt-title-type=""headline"">Amanda</alt-title><alt-title alt-title-type=""running-head"">Poetry and Medicine</alt-title>"	American Medical Association		American Medical Association	10.1001/jama.2023.22723	Silverchair:2813771					Unique_Item_Investigations	1	1	0
"Amanda<alt-title alt-title-type=""headline"">Amanda</alt-title><alt-title alt-title-type=""running-head"">Poetry and Medicine</alt-title>"	American Medical Association		American Medical Association	10.1001/jama.2023.22723	Silverchair:2813771					Unique_Item_Requests	1	1	0
"Association Between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents<alt-title alt-title-type=""headline"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title><alt-title alt-title-type=""running-head"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title>"	American Medical Association		American Medical Association	10.1001/jamanetworkopen.2022.17251	Silverchair:2793482					Unique_Item_Requests	1	1	0
"Association Between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents<alt-title alt-title-type=""headline"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title><alt-title alt-title-type=""running-head"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title>"	American Medical Association		American Medical Association	10.1001/jamanetworkopen.2022.17251	Silverchair:2793482					Unique_Item_Investigations	1	1	0
"Association Between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents<alt-title alt-title-type=""headline"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title><alt-title alt-title-type=""running-head"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title>"	American Medical Association		American Medical Association	10.1001/jamanetworkopen.2022.17251	Silverchair:2793482					Unique_Item_Requests	1	1	0
"Association Between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents<alt-title alt-title-type=""headline"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title><alt-title alt-title-type=""running-head"">Repeated Exposure to Hurricanes and Mental Health Among Florida Residents</alt-title>"	American Medical Association		American Medical Association	10.1001/jamanetworkopen.2022.17251	Silverchair:2793482					Unique_Item_Investigations	1	1	0
"Association of Group B Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence Among University Students<alt-title alt-title-type=""headline"">Association of Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence</alt-title><alt-title alt-title-type=""running-head"">Association of Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence</alt-title>"	American Medical Association		American Medical Association	10.1001/jamanetworkopen.2023.31742	Silverchair:2808945					Unique_Item_Investigations	1	1	0
"Association of Group B Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence Among University Students<alt-title alt-title-type=""headline"">Association of Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence</alt-title><alt-title alt-title-type=""running-head"">Association of Meningococcal Vaccine Receipt With Reduced Gonorrhea Incidence</alt-title>"	American Medical Association		American Medical Association	10.1001/jamanetworkopen.2023.31742	Silverchair:2808945					Unique_Item_Requests	1	1	0
Auditory Brain-Stem Response in Determination of Brain Death	American Medical Association		American Medical Association	10.1001/archotol.1985.00800110091010	Silverchair:612637					Unique_Item_Investigations	1	1	0
Auditory Brain-Stem Response in Determination of Brain Death	American Medical Association		American Medical Association	10.1001/archotol.1985.00800110091010	Silverchair:612637					Unique_Item_Investigations	1	1	0
"Blood-Borne Revitalization of the Aged Brain<alt-title alt-title-type=""headline"">Blood-Borne Revitalization of the Aged Brain</alt-title><alt-title alt-title-type=""running-head"">Blood-Borne Revitalization of the Aged Brain</alt-title>"	American Medical Association		American Medical Association	10.1001/jamaneurol.2015.1616	Silverchair:2398915					Unique_Item_Investigations	1	1	0
"Blood-Borne Revitalization of the Aged Brain<alt-title alt-title-type=""headline"">Blood-Borne Revitalization of the Aged Brain</alt-title><alt-title alt-title-type=""running-head"">Blood-Borne Revitalization of the Aged Brain</alt-title>"	American Medical Association		American Medical Association	10.1001/jamaneurol.2015.1616	Silverchair:2398915					Unique_Item_Requests	1	1	0
"Blood-Borne Revitalization of the Aged Brain<alt-title alt-title-type=""headline"">Blood-Borne Revitalization of the Aged Brain</alt-title><alt-title alt-title-type=""running-head"">Blood-Borne Revitalization of the Aged Brain</alt-title>"	American Medical Association		American Medical Association	10.1001/jamaneurol.2015.1616	Silverchair:2398915					Unique_Item_Investigations	1	1	0
"Cardiometabolic Effects of Omnivorous vs Vegan Diets in Identical Twins<subtitle>A Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Cardiometabolic Effects of Omnivorous vs Vegan Diets</alt-title><alt-title alt-title-type=""running-head"">Cardiometabolic Effects of Omnivorous vs Vegan Diets</alt-title>"	American Medical Association		American Medical Association	10.1001/jamanetworkopen.2023.44457	Silverchair:2812392					Unique_Item_Requests	1	1	0
"Cardiometabolic Effects of Omnivorous vs Vegan Diets in Identical Twins<subtitle>A Randomized Clinical Trial</subtitle><alt-title alt-title-type=""headline"">Cardiometabolic Effects of Omnivorous vs Vegan Diets</alt-title><alt-title alt-title-type=""running-head"">Cardiometabolic Effects of Omnivorous vs Vegan Diets</alt-title>"	American Medical Association		American Medical Association	10.1001/jamanetworkopen.2023.44457	Silverchair:2812392					Unique_Item_Investigations	1	1	0
