Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	COLLECTIONS@UPEI.CA
Institution_ID	HighWire:COLLECTIONS@UPEI.CA
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3040: Request could not be fulfilled in its entirety. Data that was available was returned. (Usage data has not been processed for all requested months.  Data is not yet available after 202401)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:44:43-08:00
Created_By	HighWire Press Inc.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Investigations	6	6	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Requests	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Unique_Item_Investigations	4	4	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Unique_Item_Requests	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Investigations	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Requests	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Unique_Item_Investigations	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Unique_Item_Requests	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Investigations	4	4	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Requests	4	4	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Unique_Item_Investigations	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Unique_Item_Requests	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Investigations	6	6	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Requests	6	6	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Unique_Item_Investigations	4	4	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Unique_Item_Requests	4	4	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Investigations	2	2	0
BMJ	BMJ Publishing Group Ltd		HighWire Press	10.1136/bmj			1468-5833	1756-1833	http://www.bmj.com	Total_Item_Requests	2	2	0
