Report_Name	Journal Usage by Access Type
Report_ID	TR_J3
Release	5
Institution_Name	
Institution_ID	AMS:UPEIS*CHA
Metric_Types	No_License; Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests
Report_Filters	Data_Type=Journal; Access_Method=Regular; Data_Type=Book
Report_Attributes	
Exceptions	
Reporting_Period	
Created	2024-03-05T10:45:08-05:00
Created_By	American Mathematical Society

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
