Report_Name	Journal Requests by YOP (Excluding OA_Gold)
Report_ID	TR_J4
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	physio:00015659
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Data_Type=Journal; Access_Type=Controlled
Report_Attributes	
Exceptions	
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-05T07:47:27Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		1995	Total_Item_Requests	1	0	1
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		1995	Unique_Item_Requests	1	0	1
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2001	Total_Item_Requests	2	0	2
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2001	Unique_Item_Requests	2	0	2
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2009	Total_Item_Requests	1	1	0
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2009	Unique_Item_Requests	1	1	0
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2016	Total_Item_Requests	1	0	1
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2016	Unique_Item_Requests	1	0	1
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2017	Total_Item_Requests	1	1	0
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2017	Unique_Item_Requests	1	1	0
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2019	Total_Item_Requests	1	0	1
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2019	Unique_Item_Requests	1	0	1
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2022	Total_Item_Requests	1	0	1
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		2022	Unique_Item_Requests	1	0	1
