Report_Name	Journal Requests (Excluding OA_Gold)
Report_ID	TR_J1
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	physio:00015659
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Journal; Access_Method=Regular; Access_Type=Controlled
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-05T07:47:45Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		Total_Item_Requests	8	2	6
Advances in Physiology Education	American Physiological Society		The American Physiological Society	10.1152/advan	physio:advances	1043-4046	1522-1229		Unique_Item_Requests	8	2	6
American Journal of Physiology-Cell Physiology	American Physiological Society		The American Physiological Society	10.1152/ajpcell	physio:ajpcell	0363-6143	1522-1563		Total_Item_Requests	13	8	5
American Journal of Physiology-Cell Physiology	American Physiological Society		The American Physiological Society	10.1152/ajpcell	physio:ajpcell	0363-6143	1522-1563		Unique_Item_Requests	10	5	5
American Journal of Physiology-Endocrinology and Metabolism	American Physiological Society		The American Physiological Society	10.1152/ajpendo	physio:ajpendo	0193-1849	1522-1555		Total_Item_Requests	9	6	3
American Journal of Physiology-Endocrinology and Metabolism	American Physiological Society		The American Physiological Society	10.1152/ajpendo	physio:ajpendo	0193-1849	1522-1555		Unique_Item_Requests	7	5	2
American Journal of Physiology-Gastrointestinal and Liver Physiology	American Physiological Society		The American Physiological Society	10.1152/ajpgi	physio:ajpgi	0193-1857	1522-1547		Total_Item_Requests	1	1	0
American Journal of Physiology-Gastrointestinal and Liver Physiology	American Physiological Society		The American Physiological Society	10.1152/ajpgi	physio:ajpgi	0193-1857	1522-1547		Unique_Item_Requests	1	1	0
American Journal of Physiology-Heart and Circulatory Physiology	American Physiological Society		The American Physiological Society	10.1152/ajpheart	physio:ajpheart	0363-6135	1522-1539		Total_Item_Requests	4	3	1
American Journal of Physiology-Heart and Circulatory Physiology	American Physiological Society		The American Physiological Society	10.1152/ajpheart	physio:ajpheart	0363-6135	1522-1539		Unique_Item_Requests	3	2	1
American Journal of Physiology-Legacy Content	American Physiological Society		The American Physiological Society	10.1152/ajplegacy	physio:ajplegacy	0002-9513			Total_Item_Requests	2	1	1
American Journal of Physiology-Legacy Content	American Physiological Society		The American Physiological Society	10.1152/ajplegacy	physio:ajplegacy	0002-9513			Unique_Item_Requests	2	1	1
American Journal of Physiology-Regulatory, Integrative and Comparative Physiology	American Physiological Society		The American Physiological Society	10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Total_Item_Requests	19	13	6
American Journal of Physiology-Regulatory, Integrative and Comparative Physiology	American Physiological Society		The American Physiological Society	10.1152/ajpregu	physio:ajpregu	0363-6119	1522-1490		Unique_Item_Requests	12	9	3
American Journal of Physiology-Renal Physiology	American Physiological Society		The American Physiological Society	10.1152/ajprenal	physio:ajprenal	1931-857X	1522-1466		Total_Item_Requests	13	6	7
American Journal of Physiology-Renal Physiology	American Physiological Society		The American Physiological Society	10.1152/ajprenal	physio:ajprenal	1931-857X	1522-1466		Unique_Item_Requests	9	6	3
Journal of Applied Physiology	American Physiological Society		The American Physiological Society	10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Total_Item_Requests	18	3	15
Journal of Applied Physiology	American Physiological Society		The American Physiological Society	10.1152/japplphysiol	physio:jappl	8750-7587	1522-1601		Unique_Item_Requests	16	3	13
Journal of Neurophysiology	American Physiological Society		The American Physiological Society	10.1152/jn	physio:jn	0022-3077	1522-1598		Total_Item_Requests	4	2	2
Journal of Neurophysiology	American Physiological Society		The American Physiological Society	10.1152/jn	physio:jn	0022-3077	1522-1598		Unique_Item_Requests	3	1	2
Physiological Reviews	American Physiological Society		The American Physiological Society	10.1152/physrev	physio:physrev	0031-9333	1522-1210		Total_Item_Requests	10	4	6
Physiological Reviews	American Physiological Society		The American Physiological Society	10.1152/physrev	physio:physrev	0031-9333	1522-1210		Unique_Item_Requests	8	4	4
Physiology	American Physiological Society		The American Physiological Society	10.1152/physiol	physio:physiologyonline	1548-9213	1548-9221		Total_Item_Requests	1	0	1
Physiology	American Physiological Society		The American Physiological Society	10.1152/physiol	physio:physiologyonline	1548-9213	1548-9221		Unique_Item_Requests	1	0	1
