Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	uchicago:117870
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T06:05:32Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
A Comparative History of Church-State Relationsin Irish Education	The University of Chicago Press		University of Chicago Press Journals	10.1086/659871						Unique_Item_Investigations	2	2	0
A Comparative History of Church-State Relationsin Irish Education	The University of Chicago Press		University of Chicago Press Journals	10.1086/659871						Unique_Item_Requests	2	2	0
A Comparative History of Church-State Relationsin Irish Education	The University of Chicago Press		University of Chicago Press Journals	10.1086/659871						Total_Item_Requests	3	3	0
A Comparative History of Church-State Relationsin Irish Education	The University of Chicago Press		University of Chicago Press Journals	10.1086/659871						Total_Item_Investigations	3	3	0
A Comparison of Three Methods of Vocabulary Instruction during Read‐Alouds in Kindergarten	The University of Chicago Press		University of Chicago Press Journals	10.1086/525549						Unique_Item_Investigations	2	2	0
A Comparison of Three Methods of Vocabulary Instruction during Read‐Alouds in Kindergarten	The University of Chicago Press		University of Chicago Press Journals	10.1086/525549						Unique_Item_Requests	2	2	0
A Comparison of Three Methods of Vocabulary Instruction during Read‐Alouds in Kindergarten	The University of Chicago Press		University of Chicago Press Journals	10.1086/525549						Total_Item_Requests	2	2	0
A Comparison of Three Methods of Vocabulary Instruction during Read‐Alouds in Kindergarten	The University of Chicago Press		University of Chicago Press Journals	10.1086/525549						Total_Item_Investigations	2	2	0
Children's Lives and Academic Achievement in Canada and the United States	The University of Chicago Press		University of Chicago Press Journals	10.1086/447224						No_License	2	2	0
Children's Lives and Academic Achievement in Canada and the United States	The University of Chicago Press		University of Chicago Press Journals	10.1086/447224						Unique_Item_Investigations	2	2	0
Children's Lives and Academic Achievement in Canada and the United States	The University of Chicago Press		University of Chicago Press Journals	10.1086/447224						Total_Item_Investigations	2	2	0
Education in Papua New Guinea . Geoffrey Smith	The University of Chicago Press		University of Chicago Press Journals	10.1086/443402						Unique_Item_Investigations	1	1	0
Education in Papua New Guinea . Geoffrey Smith	The University of Chicago Press		University of Chicago Press Journals	10.1086/443402						Total_Item_Investigations	1	1	0
Evolving Comparative Advantage and the Impact of Climate Change in Agricultural Markets: Evidence from 1.7 Million Fields around the World	The University of Chicago Press		University of Chicago Press Journals	10.1086/684719						No_License	2	2	0
Evolving Comparative Advantage and the Impact of Climate Change in Agricultural Markets: Evidence from 1.7 Million Fields around the World	The University of Chicago Press		University of Chicago Press Journals	10.1086/684719						Unique_Item_Investigations	1	1	0
Evolving Comparative Advantage and the Impact of Climate Change in Agricultural Markets: Evidence from 1.7 Million Fields around the World	The University of Chicago Press		University of Chicago Press Journals	10.1086/684719						Total_Item_Investigations	1	1	0
Forests as Laboratories: The Intersections of the Histories of Forests, the Environment, and Science	The University of Chicago Press		University of Chicago Press Journals	10.1086/726455						No_License	1	1	0
Forests as Laboratories: The Intersections of the Histories of Forests, the Environment, and Science	The University of Chicago Press		University of Chicago Press Journals	10.1086/726455						Unique_Item_Investigations	1	1	0
Forests as Laboratories: The Intersections of the Histories of Forests, the Environment, and Science	The University of Chicago Press		University of Chicago Press Journals	10.1086/726455						Total_Item_Investigations	1	1	0
German Women and the Triumph of Hitler	The University of Chicago Press		University of Chicago Press Journals	10.1086/241521						Unique_Item_Investigations	1	1	0
German Women and the Triumph of Hitler	The University of Chicago Press		University of Chicago Press Journals	10.1086/241521						Total_Item_Investigations	1	1	0
Gone with the Trees: Deciphering the Thar Desert’s Recurring Droughts	The University of Chicago Press		University of Chicago Press Journals	10.1086/671074						Unique_Item_Investigations	1	1	0
Gone with the Trees: Deciphering the Thar Desert’s Recurring Droughts	The University of Chicago Press		University of Chicago Press Journals	10.1086/671074						Unique_Item_Requests	1	1	0
Gone with the Trees: Deciphering the Thar Desert’s Recurring Droughts	The University of Chicago Press		University of Chicago Press Journals	10.1086/671074						Total_Item_Requests	1	1	0
Gone with the Trees: Deciphering the Thar Desert’s Recurring Droughts	The University of Chicago Press		University of Chicago Press Journals	10.1086/671074						Total_Item_Investigations	1	1	0
Grooming Time Predicts Survival: American Kestrels, Falco sparverius, on a Subtropical Island	The University of Chicago Press		University of Chicago Press Journals	10.1086/723412						Unique_Item_Investigations	1	1	0
Grooming Time Predicts Survival: American Kestrels, Falco sparverius, on a Subtropical Island	The University of Chicago Press		University of Chicago Press Journals	10.1086/723412						Total_Item_Investigations	1	1	0
History of Exclusion: Queer Representation in Israeli High School Textbooks	The University of Chicago Press		University of Chicago Press Journals	10.1086/725497						No_License	1	1	0
History of Exclusion: Queer Representation in Israeli High School Textbooks	The University of Chicago Press		University of Chicago Press Journals	10.1086/725497						Unique_Item_Investigations	1	1	0
History of Exclusion: Queer Representation in Israeli High School Textbooks	The University of Chicago Press		University of Chicago Press Journals	10.1086/725497						Total_Item_Investigations	1	1	0
Long Antibody Persistence and Transgenerational Transfer of Immunity in a Long-Lived Vertebrate	The University of Chicago Press		University of Chicago Press Journals	10.1086/678400						Unique_Item_Investigations	1	1	0
Long Antibody Persistence and Transgenerational Transfer of Immunity in a Long-Lived Vertebrate	The University of Chicago Press		University of Chicago Press Journals	10.1086/678400						Unique_Item_Requests	1	1	0
Long Antibody Persistence and Transgenerational Transfer of Immunity in a Long-Lived Vertebrate	The University of Chicago Press		University of Chicago Press Journals	10.1086/678400						Total_Item_Requests	1	1	0
Long Antibody Persistence and Transgenerational Transfer of Immunity in a Long-Lived Vertebrate	The University of Chicago Press		University of Chicago Press Journals	10.1086/678400						Total_Item_Investigations	1	1	0
More-Than-Human Histories	The University of Chicago Press		University of Chicago Press Journals	10.1093/envhis/emaa027						Unique_Item_Investigations	1	1	0
More-Than-Human Histories	The University of Chicago Press		University of Chicago Press Journals	10.1093/envhis/emaa027						Unique_Item_Requests	1	1	0
More-Than-Human Histories	The University of Chicago Press		University of Chicago Press Journals	10.1093/envhis/emaa027						Total_Item_Requests	1	1	0
More-Than-Human Histories	The University of Chicago Press		University of Chicago Press Journals	10.1093/envhis/emaa027						Total_Item_Investigations	1	1	0
On Defining Climate and Climate Change	The University of Chicago Press		University of Chicago Press Journals	10.1093/bjps/axu048						Unique_Item_Investigations	1	1	0
On Defining Climate and Climate Change	The University of Chicago Press		University of Chicago Press Journals	10.1093/bjps/axu048						Unique_Item_Requests	1	1	0
On Defining Climate and Climate Change	The University of Chicago Press		University of Chicago Press Journals	10.1093/bjps/axu048						Total_Item_Requests	1	1	0
On Defining Climate and Climate Change	The University of Chicago Press		University of Chicago Press Journals	10.1093/bjps/axu048						Total_Item_Investigations	1	1	0
Physiological Investigation of Black Heart of Potato Tuber	The University of Chicago Press		University of Chicago Press Journals	10.1086/333609						Unique_Item_Investigations	1	1	0
Physiological Investigation of Black Heart of Potato Tuber	The University of Chicago Press		University of Chicago Press Journals	10.1086/333609						Total_Item_Investigations	1	1	0
Preemptive Habitat Destruction under the Endangered Species Act*	The University of Chicago Press		University of Chicago Press Journals	10.1086/344670						Unique_Item_Investigations	1	1	0
Preemptive Habitat Destruction under the Endangered Species Act*	The University of Chicago Press		University of Chicago Press Journals	10.1086/344670						Total_Item_Investigations	1	1	0
Promoting Word Consciousness to Close the Vocabulary Gap in Young Word Learners	The University of Chicago Press		University of Chicago Press Journals	10.1086/692986						No_License	4	4	0
Promoting Word Consciousness to Close the Vocabulary Gap in Young Word Learners	The University of Chicago Press		University of Chicago Press Journals	10.1086/692986						Unique_Item_Investigations	1	1	0
Promoting Word Consciousness to Close the Vocabulary Gap in Young Word Learners	The University of Chicago Press		University of Chicago Press Journals	10.1086/692986						Total_Item_Investigations	4	4	0
Sexual Allocation in a Simultaneously Hermaphroditic Coral Reef Fish	The University of Chicago Press		University of Chicago Press Journals	10.1086/283686						No_License	2	2	0
Sexual Allocation in a Simultaneously Hermaphroditic Coral Reef Fish	The University of Chicago Press		University of Chicago Press Journals	10.1086/283686						Unique_Item_Investigations	1	1	0
Sexual Allocation in a Simultaneously Hermaphroditic Coral Reef Fish	The University of Chicago Press		University of Chicago Press Journals	10.1086/283686						Total_Item_Investigations	3	3	0
Six Mutations Affecting Coat Color in Ranch-Bred Mink	The University of Chicago Press		University of Chicago Press Journals	10.1086/281592						Unique_Item_Investigations	2	2	0
Six Mutations Affecting Coat Color in Ranch-Bred Mink	The University of Chicago Press		University of Chicago Press Journals	10.1086/281592						Total_Item_Investigations	2	2	0
Soil Water Balance and Ecosystem Response to Climate Change	The University of Chicago Press		University of Chicago Press Journals	10.1086/424970						Unique_Item_Investigations	1	1	0
Soil Water Balance and Ecosystem Response to Climate Change	The University of Chicago Press		University of Chicago Press Journals	10.1086/424970						Unique_Item_Requests	1	1	0
Soil Water Balance and Ecosystem Response to Climate Change	The University of Chicago Press		University of Chicago Press Journals	10.1086/424970						Total_Item_Requests	1	1	0
Soil Water Balance and Ecosystem Response to Climate Change	The University of Chicago Press		University of Chicago Press Journals	10.1086/424970						Total_Item_Investigations	1	1	0
The Adoption of Workers' Compensation in the United States, 1900–1930*	The University of Chicago Press		University of Chicago Press Journals	10.1086/467392						Unique_Item_Investigations	1	1	0
The Adoption of Workers' Compensation in the United States, 1900–1930*	The University of Chicago Press		University of Chicago Press Journals	10.1086/467392						Total_Item_Investigations	2	2	0
The Cost of Lice: Quantifying the Impacts of Parasitic Sea Lice on Farmed Salmon	The University of Chicago Press		University of Chicago Press Journals	10.1086/691981						No_License	3	3	0
The Cost of Lice: Quantifying the Impacts of Parasitic Sea Lice on Farmed Salmon	The University of Chicago Press		University of Chicago Press Journals	10.1086/691981						Unique_Item_Investigations	1	1	0
The Cost of Lice: Quantifying the Impacts of Parasitic Sea Lice on Farmed Salmon	The University of Chicago Press		University of Chicago Press Journals	10.1086/691981						Total_Item_Investigations	3	3	0
The Ethics of Distrust: The Balancing of Perspectives Is Crucial in Surrogate Decision Making and Mediation	The University of Chicago Press		University of Chicago Press Journals	10.1086/JCE2022333245						Unique_Item_Investigations	1	1	0
The Ethics of Distrust: The Balancing of Perspectives Is Crucial in Surrogate Decision Making and Mediation	The University of Chicago Press		University of Chicago Press Journals	10.1086/JCE2022333245						Total_Item_Investigations	1	1	0
The Greek Graffiti of Herculaneum	The University of Chicago Press		University of Chicago Press Journals	10.3764/aja.122.2.0209						Unique_Item_Investigations	1	1	0
The Greek Graffiti of Herculaneum	The University of Chicago Press		University of Chicago Press Journals	10.3764/aja.122.2.0209						Total_Item_Investigations	1	1	0
The Salmon Disease Crisis in Chile	The University of Chicago Press		University of Chicago Press Journals	10.1086/mre.24.4.42629664						No_License	2	2	0
The Salmon Disease Crisis in Chile	The University of Chicago Press		University of Chicago Press Journals	10.1086/mre.24.4.42629664						Unique_Item_Investigations	2	2	0
The Salmon Disease Crisis in Chile	The University of Chicago Press		University of Chicago Press Journals	10.1086/mre.24.4.42629664						Total_Item_Investigations	2	2	0
Uncovering the Intricacies of the Clinical Intake Assessment: How Clinicians Prioritize Information in Complex Contexts	The University of Chicago Press		University of Chicago Press Journals	10.1086/715439						Unique_Item_Investigations	2	2	0
Uncovering the Intricacies of the Clinical Intake Assessment: How Clinicians Prioritize Information in Complex Contexts	The University of Chicago Press		University of Chicago Press Journals	10.1086/715439						Unique_Item_Requests	2	2	0
Uncovering the Intricacies of the Clinical Intake Assessment: How Clinicians Prioritize Information in Complex Contexts	The University of Chicago Press		University of Chicago Press Journals	10.1086/715439						Total_Item_Requests	2	2	0
