Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Section_Type|Access_Type|Access_Method|YOP
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:31Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Data_Type	Section_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Abdominal Imaging	Springer US		SpringerLink	10.1007/261.1432-0509	SN:261		0942-8925	1432-0509		Journal	Article	2015	Controlled	Regular	Total_Item_Investigations	2	2	0
Abdominal Imaging	Springer US		SpringerLink	10.1007/261.1432-0509	SN:261		0942-8925	1432-0509		Journal	Article	2015	Controlled	Regular	Unique_Item_Investigations	1	1	0
Abrahamic Reflections on Randomness and Providence	Springer International Publishing		SpringerLink	10.1007/978-3-030-75797-7	SN:10.1007/978-3-030-75797-7	978-3-030-75797-7				Book	Chapter	2022	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Abrahamic Reflections on Randomness and Providence	Springer International Publishing		SpringerLink	10.1007/978-3-030-75797-7	SN:10.1007/978-3-030-75797-7	978-3-030-75797-7				Book	Chapter	2022	OA_Gold	Regular	Total_Item_Requests	1	1	0
Abrahamic Reflections on Randomness and Providence	Springer International Publishing		SpringerLink	10.1007/978-3-030-75797-7	SN:10.1007/978-3-030-75797-7	978-3-030-75797-7				Book	Chapter	2022	OA_Gold	Regular	Total_Item_Investigations	1	1	0
Abrahamic Reflections on Randomness and Providence	Springer International Publishing		SpringerLink	10.1007/978-3-030-75797-7	SN:10.1007/978-3-030-75797-7	978-3-030-75797-7				Book	Chapter	2022	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Abrahamic Reflections on Randomness and Providence	Springer International Publishing		SpringerLink	10.1007/978-3-030-75797-7	SN:10.1007/978-3-030-75797-7	978-3-030-75797-7				Book		2022	OA_Gold	Regular	Unique_Title_Investigations	1	1	0
Abrahamic Reflections on Randomness and Providence	Springer International Publishing		SpringerLink	10.1007/978-3-030-75797-7	SN:10.1007/978-3-030-75797-7	978-3-030-75797-7				Book		2022	OA_Gold	Regular	Unique_Title_Requests	1	1	0
Academic Psychiatry	Springer International Publishing		SpringerLink		SN:40596		1042-9670	1545-7230		Journal	Article	2019	Controlled	Regular	Unique_Item_Requests	1	1	0
Academic Psychiatry	Springer International Publishing		SpringerLink		SN:40596		1042-9670	1545-7230		Journal	Article	2019	Controlled	Regular	Total_Item_Requests	1	1	0
Academic Psychiatry	Springer International Publishing		SpringerLink		SN:40596		1042-9670	1545-7230		Journal	Article	2019	Controlled	Regular	Total_Item_Investigations	1	1	0
Academic Psychiatry	Springer International Publishing		SpringerLink		SN:40596		1042-9670	1545-7230		Journal	Article	2019	Controlled	Regular	Unique_Item_Investigations	1	1	0
Academic Psychiatry	Springer International Publishing		SpringerLink		SN:40596		1042-9670	1545-7230		Journal	Article	2023	Controlled	Regular	Unique_Item_Requests	1	1	0
Academic Psychiatry	Springer International Publishing		SpringerLink		SN:40596		1042-9670	1545-7230		Journal	Article	2023	Controlled	Regular	Total_Item_Requests	1	1	0
Academic Psychiatry	Springer International Publishing		SpringerLink		SN:40596		1042-9670	1545-7230		Journal	Article	2023	Controlled	Regular	Total_Item_Investigations	1	1	0
Academic Psychiatry	Springer International Publishing		SpringerLink		SN:40596		1042-9670	1545-7230		Journal	Article	2023	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Biotheoretica	Springer Netherlands		SpringerLink	10.1007/10441.1572-8358	SN:10441		0001-5342	1572-8358		Journal	Article	2021	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Acta Biotheoretica	Springer Netherlands		SpringerLink	10.1007/10441.1572-8358	SN:10441		0001-5342	1572-8358		Journal	Article	2021	OA_Gold	Regular	Total_Item_Requests	2	2	0
Acta Biotheoretica	Springer Netherlands		SpringerLink	10.1007/10441.1572-8358	SN:10441		0001-5342	1572-8358		Journal	Article	2021	OA_Gold	Regular	Total_Item_Investigations	2	2	0
Acta Biotheoretica	Springer Netherlands		SpringerLink	10.1007/10441.1572-8358	SN:10441		0001-5342	1572-8358		Journal	Article	2021	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Acta Geophysica	Springer International Publishing		SpringerLink		SN:11600		1895-6572	1895-7455		Journal	Article	2021	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Geophysica	Springer International Publishing		SpringerLink		SN:11600		1895-6572	1895-7455		Journal	Article	2021	Controlled	Regular	Total_Item_Requests	1	1	0
Acta Geophysica	Springer International Publishing		SpringerLink		SN:11600		1895-6572	1895-7455		Journal	Article	2021	Controlled	Regular	Total_Item_Investigations	1	1	0
Acta Geophysica	Springer International Publishing		SpringerLink		SN:11600		1895-6572	1895-7455		Journal	Article	2021	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Geophysica	Springer International Publishing		SpringerLink		SN:11600			1895-7455		Journal	Article	2023	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Geophysica	Springer International Publishing		SpringerLink		SN:11600			1895-7455		Journal	Article	2023	Controlled	Regular	Total_Item_Requests	1	1	0
Acta Geophysica	Springer International Publishing		SpringerLink		SN:11600			1895-7455		Journal	Article	2023	Controlled	Regular	Total_Item_Investigations	1	1	0
Acta Geophysica	Springer International Publishing		SpringerLink		SN:11600			1895-7455		Journal	Article	2023	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Geotechnica	Springer Berlin Heidelberg		SpringerLink	10.1007/11440.1861-1133	SN:11440		1861-1125	1861-1133		Journal	Article	2020	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Geotechnica	Springer Berlin Heidelberg		SpringerLink	10.1007/11440.1861-1133	SN:11440		1861-1125	1861-1133		Journal	Article	2020	Controlled	Regular	Total_Item_Requests	2	2	0
Acta Geotechnica	Springer Berlin Heidelberg		SpringerLink	10.1007/11440.1861-1133	SN:11440		1861-1125	1861-1133		Journal	Article	2020	Controlled	Regular	Total_Item_Investigations	2	2	0
Acta Geotechnica	Springer Berlin Heidelberg		SpringerLink	10.1007/11440.1861-1133	SN:11440		1861-1125	1861-1133		Journal	Article	2020	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Mechanica	Springer Vienna		SpringerLink	10.1007/707.1619-6937	SN:707		0001-5970	1619-6937		Journal	Article	2014	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Mechanica	Springer Vienna		SpringerLink	10.1007/707.1619-6937	SN:707		0001-5970	1619-6937		Journal	Article	2014	Controlled	Regular	Total_Item_Requests	2	2	0
Acta Mechanica	Springer Vienna		SpringerLink	10.1007/707.1619-6937	SN:707		0001-5970	1619-6937		Journal	Article	2014	Controlled	Regular	Total_Item_Investigations	3	3	0
Acta Mechanica	Springer Vienna		SpringerLink	10.1007/707.1619-6937	SN:707		0001-5970	1619-6937		Journal	Article	2014	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Neurochirurgica	Springer-Verlag		SpringerLink		SN:701		0001-6268	0942-0940		Journal	Article	2003	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Neurochirurgica	Springer-Verlag		SpringerLink		SN:701		0001-6268	0942-0940		Journal	Article	2003	Controlled	Regular	Total_Item_Requests	1	1	0
Acta Neurochirurgica	Springer-Verlag		SpringerLink		SN:701		0001-6268	0942-0940		Journal	Article	2003	Controlled	Regular	Total_Item_Investigations	2	2	0
Acta Neurochirurgica	Springer-Verlag		SpringerLink		SN:701		0001-6268	0942-0940		Journal	Article	2003	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Neurologica Belgica	Springer International Publishing		SpringerLink	10.1007/13760.2240-2993	SN:13760		0300-9009	2240-2993		Journal	Article	2017	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Neurologica Belgica	Springer International Publishing		SpringerLink	10.1007/13760.2240-2993	SN:13760		0300-9009	2240-2993		Journal	Article	2017	Controlled	Regular	Total_Item_Requests	3	3	0
Acta Neurologica Belgica	Springer International Publishing		SpringerLink	10.1007/13760.2240-2993	SN:13760		0300-9009	2240-2993		Journal	Article	2017	Controlled	Regular	Total_Item_Investigations	3	3	0
Acta Neurologica Belgica	Springer International Publishing		SpringerLink	10.1007/13760.2240-2993	SN:13760		0300-9009	2240-2993		Journal	Article	2017	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1967	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1967	Controlled	Regular	Total_Item_Requests	2	2	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1967	Controlled	Regular	Total_Item_Investigations	3	3	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1967	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1984	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1984	Controlled	Regular	Total_Item_Requests	1	1	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1984	Controlled	Regular	Total_Item_Investigations	2	2	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1984	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1992	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1992	Controlled	Regular	Total_Item_Requests	1	1	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1992	Controlled	Regular	Total_Item_Investigations	2	2	0
Acta Neuropathologica	Springer-Verlag		SpringerLink		SN:401		0001-6322	1432-0533		Journal	Article	1992	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Neuropathologica	Springer Berlin Heidelberg		SpringerLink	10.1007/401.1432-0533	SN:401		0001-6322	1432-0533		Journal	Article	2022	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Acta Neuropathologica	Springer Berlin Heidelberg		SpringerLink	10.1007/401.1432-0533	SN:401		0001-6322	1432-0533		Journal	Article	2022	OA_Gold	Regular	Total_Item_Requests	1	1	0
Acta Neuropathologica	Springer Berlin Heidelberg		SpringerLink	10.1007/401.1432-0533	SN:401		0001-6322	1432-0533		Journal	Article	2022	OA_Gold	Regular	Total_Item_Investigations	1	1	0
Acta Neuropathologica	Springer Berlin Heidelberg		SpringerLink	10.1007/401.1432-0533	SN:401		0001-6322	1432-0533		Journal	Article	2022	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2019	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2019	OA_Gold	Regular	Total_Item_Requests	2	2	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2019	OA_Gold	Regular	Total_Item_Investigations	2	2	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2019	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2021	Controlled	Regular	Unique_Item_Requests	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2021	Controlled	Regular	Total_Item_Requests	2	2	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2021	Controlled	Regular	Total_Item_Investigations	2	2	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2021	Controlled	Regular	Unique_Item_Investigations	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2022	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2022	OA_Gold	Regular	Total_Item_Requests	2	2	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2022	OA_Gold	Regular	Total_Item_Investigations	2	2	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2022	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2023	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2023	OA_Gold	Regular	Total_Item_Requests	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2023	OA_Gold	Regular	Total_Item_Investigations	1	1	0
Acta Parasitologica	Springer International Publishing		SpringerLink		SN:11686		1230-2821	1896-1851		Journal	Article	2023	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Acta Politica	Palgrave Macmillan UK		SpringerLink	10.1057/41269.1741-1416	SN:41269		0001-6810	1741-1416		Journal	Article	2019	Controlled	Regular	No_License	2	2	0
Acta Politica	Palgrave Macmillan UK		SpringerLink	10.1057/41269.1741-1416	SN:41269		0001-6810	1741-1416		Journal	Article	2019	Controlled	Regular	Total_Item_Investigations	2	2	0
Acta Politica	Palgrave Macmillan UK		SpringerLink	10.1057/41269.1741-1416	SN:41269		0001-6810	1741-1416		Journal	Article	2019	Controlled	Regular	Unique_Item_Investigations	2	2	0
Acta Veterinaria Scandinavica	BioMed Central		SpringerLink		SN:13028			1751-0147		Journal	Article	2011	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Acta Veterinaria Scandinavica	BioMed Central		SpringerLink		SN:13028			1751-0147		Journal	Article	2011	OA_Gold	Regular	Total_Item_Requests	1	1	0
Acta Veterinaria Scandinavica	BioMed Central		SpringerLink		SN:13028			1751-0147		Journal	Article	2011	OA_Gold	Regular	Total_Item_Investigations	1	1	0
Acta Veterinaria Scandinavica	BioMed Central		SpringerLink		SN:13028			1751-0147		Journal	Article	2011	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Acta Veterinaria Scandinavica	BioMed Central		SpringerLink		SN:13028			1751-0147		Journal	Article	2014	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Acta Veterinaria Scandinavica	BioMed Central		SpringerLink		SN:13028			1751-0147		Journal	Article	2014	OA_Gold	Regular	Total_Item_Requests	1	1	0
Acta Veterinaria Scandinavica	BioMed Central		SpringerLink		SN:13028			1751-0147		Journal	Article	2014	OA_Gold	Regular	Total_Item_Investigations	1	1	0
Acta Veterinaria Scandinavica	BioMed Central		SpringerLink		SN:13028			1751-0147		Journal	Article	2014	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Action Research Methods	Palgrave Macmillan US		SpringerLink	10.1057/9781137046635	SN:10.1057/9781137046635	978-1-137-04663-5				Book		2012	Controlled	Regular	Unique_Title_Investigations	1	1	0
Action Research Methods	Palgrave Macmillan US		SpringerLink	10.1057/9781137046635	SN:10.1057/9781137046635	978-1-137-04663-5				Book	Chapter	2012	Controlled	Regular	No_License	1	1	0
Action Research Methods	Palgrave Macmillan US		SpringerLink	10.1057/9781137046635	SN:10.1057/9781137046635	978-1-137-04663-5				Book	Chapter	2012	Controlled	Regular	Total_Item_Investigations	1	1	0
Action Research Methods	Palgrave Macmillan US		SpringerLink	10.1057/9781137046635	SN:10.1057/9781137046635	978-1-137-04663-5				Book	Chapter	2012	Controlled	Regular	Unique_Item_Investigations	1	1	0
Activitas Nervosa Superior	Springer International Publishing		SpringerLink		SN:41470		2510-2788	1802-9698		Journal	Article	2012	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Activitas Nervosa Superior	Springer International Publishing		SpringerLink		SN:41470		2510-2788	1802-9698		Journal	Article	2012	OA_Gold	Regular	Total_Item_Requests	1	1	0
Activitas Nervosa Superior	Springer International Publishing		SpringerLink		SN:41470		2510-2788	1802-9698		Journal	Article	2012	OA_Gold	Regular	Total_Item_Investigations	1	1	0
Activitas Nervosa Superior	Springer International Publishing		SpringerLink		SN:41470		2510-2788	1802-9698		Journal	Article	2012	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Adaptive Human Behavior and Physiology	Springer International Publishing		SpringerLink		SN:40750			2198-7335		Journal	Article	2023	Controlled	Regular	Unique_Item_Requests	1	1	0
Adaptive Human Behavior and Physiology	Springer International Publishing		SpringerLink		SN:40750			2198-7335		Journal	Article	2023	Controlled	Regular	Total_Item_Requests	1	1	0
Adaptive Human Behavior and Physiology	Springer International Publishing		SpringerLink		SN:40750			2198-7335		Journal	Article	2023	Controlled	Regular	Total_Item_Investigations	1	1	0
Adaptive Human Behavior and Physiology	Springer International Publishing		SpringerLink		SN:40750			2198-7335		Journal	Article	2023	Controlled	Regular	Unique_Item_Investigations	1	1	0
Adaptive Soil Management : From Theory to Practices	Springer Singapore		SpringerLink	10.1007/978-981-10-3638-5	SN:10.1007/978-981-10-3638-5	978-981-10-3638-5				Book		2017	Controlled	Regular	Unique_Title_Investigations	1	1	0
Adaptive Soil Management : From Theory to Practices	Springer Singapore		SpringerLink	10.1007/978-981-10-3638-5	SN:10.1007/978-981-10-3638-5	978-981-10-3638-5				Book	Chapter	2017	Controlled	Regular	No_License	1	1	0
Adaptive Soil Management : From Theory to Practices	Springer Singapore		SpringerLink	10.1007/978-981-10-3638-5	SN:10.1007/978-981-10-3638-5	978-981-10-3638-5				Book	Chapter	2017	Controlled	Regular	Total_Item_Investigations	1	1	0
Adaptive Soil Management : From Theory to Practices	Springer Singapore		SpringerLink	10.1007/978-981-10-3638-5	SN:10.1007/978-981-10-3638-5	978-981-10-3638-5				Book	Chapter	2017	Controlled	Regular	Unique_Item_Investigations	1	1	0
Administration and Policy in Mental Health and Mental Health Services Research	Springer US		SpringerLink	10.1007/10488.1573-3289	SN:10488		0894-587X	1573-3289		Journal	Article	2020	Controlled	Regular	Unique_Item_Requests	1	1	0
Administration and Policy in Mental Health and Mental Health Services Research	Springer US		SpringerLink	10.1007/10488.1573-3289	SN:10488		0894-587X	1573-3289		Journal	Article	2020	Controlled	Regular	Total_Item_Requests	2	2	0
Administration and Policy in Mental Health and Mental Health Services Research	Springer US		SpringerLink	10.1007/10488.1573-3289	SN:10488		0894-587X	1573-3289		Journal	Article	2020	Controlled	Regular	Total_Item_Investigations	2	2	0
Administration and Policy in Mental Health and Mental Health Services Research	Springer US		SpringerLink	10.1007/10488.1573-3289	SN:10488		0894-587X	1573-3289		Journal	Article	2020	Controlled	Regular	Unique_Item_Investigations	1	1	0
Advanced Computational and Communication Paradigms	Springer Singapore		SpringerLink	10.1007/978-981-10-8240-5	SN:10.1007/978-981-10-8240-5	978-981-10-8240-5	1876-1100	1876-1119		Book	Book	2018	Controlled	Regular	Total_Item_Investigations	1	1	0
Advanced Computational and Communication Paradigms	Springer Singapore		SpringerLink	10.1007/978-981-10-8240-5	SN:10.1007/978-981-10-8240-5	978-981-10-8240-5	1876-1100	1876-1119		Book	Book	2018	Controlled	Regular	Unique_Item_Investigations	1	1	0
Advanced Computational and Communication Paradigms	Springer Singapore		SpringerLink	10.1007/978-981-10-8240-5	SN:10.1007/978-981-10-8240-5	978-981-10-8240-5	1876-1100	1876-1119		Book		2018	Controlled	Regular	Unique_Title_Investigations	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				Book		2021	Controlled	Regular	Unique_Title_Investigations	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				Book		2021	Controlled	Regular	Unique_Title_Requests	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				Book	Chapter	2021	Controlled	Regular	Unique_Item_Requests	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				Book	Chapter	2021	Controlled	Regular	Total_Item_Requests	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				Book	Chapter	2021	Controlled	Regular	Total_Item_Investigations	1	1	0
Advanced Forecasting with Python	Apress		SpringerLink	10.1007/978-1-4842-7150-6	SN:10.1007/978-1-4842-7150-6	978-1-4842-7150-6				Book	Chapter	2021	Controlled	Regular	Unique_Item_Investigations	1	1	0
