Report_Name	Journal Usage by Access Type
Report_ID	TR_J3
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	mal:8252134
Metric_Types	Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Data_Type=Journal
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:50:26Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Advances in Wound Care	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/wound	mal:wound	2162-1918	2162-1934		Controlled	Unique_Item_Investigations	1	1	0
Advances in Wound Care	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/wound	mal:wound	2162-1918	2162-1934		Controlled	Unique_Item_Requests	1	1	0
Advances in Wound Care	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/wound	mal:wound	2162-1918	2162-1934		Controlled	Total_Item_Investigations	1	1	0
Advances in Wound Care	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/wound	mal:wound	2162-1918	2162-1934		Controlled	Total_Item_Requests	1	1	0
Antioxidants & Redox Signaling	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/ars.4	mal:ars	1523-0864	1557-7716		Controlled	Unique_Item_Investigations	2	2	0
Antioxidants & Redox Signaling	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/ars.4	mal:ars	1523-0864	1557-7716		Controlled	Total_Item_Investigations	3	3	0
Applied Biosafety	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/apb	mal:apb	1535-6760	2470-1246		Controlled	Unique_Item_Investigations	1	1	0
Applied Biosafety	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/apb	mal:apb	1535-6760	2470-1246		Controlled	Unique_Item_Requests	1	1	0
Applied Biosafety	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/apb	mal:apb	1535-6760	2470-1246		Controlled	Total_Item_Investigations	1	1	0
Applied Biosafety	Mary Ann Liebert, Inc., publishers		Mary Ann Liebert, Inc. Online Customer Support	10.1089/apb	mal:apb	1535-6760	2470-1246		Controlled	Total_Item_Requests	1	1	0
