Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	mag:279322
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:49:22Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
British Journal of Community Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjcn	mag:bjcn		1462-4753	2052-2215		Unique_Item_Investigations	1	1	0
British Journal of Community Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjcn	mag:bjcn		1462-4753	2052-2215		Total_Item_Investigations	1	1	0
British Journal of Community Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjcn	mag:bjcn		1462-4753	2052-2215		No_License	1	1	0
British Journal of Community Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjcn	mag:bjcn		1462-4753	2052-2215		Unique_Item_Investigations	1	1	0
British Journal of Community Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjcn	mag:bjcn		1462-4753	2052-2215		Total_Item_Investigations	1	1	0
British Journal of Community Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjcn	mag:bjcn		1462-4753	2052-2215		No_License	1	1	0
British Journal of Healthcare Assistants	Mark Allen Group		MA Healthcare Ltd	10.12968/bjha	mag:bjha		1753-1586	2052-4420		Unique_Item_Investigations	1	1	0
British Journal of Healthcare Assistants	Mark Allen Group		MA Healthcare Ltd	10.12968/bjha	mag:bjha		1753-1586	2052-4420		Total_Item_Investigations	1	1	0
British Journal of Healthcare Assistants	Mark Allen Group		MA Healthcare Ltd	10.12968/bjha	mag:bjha		1753-1586	2052-4420		No_License	1	1	0
British Journal of Midwifery	Mark Allen Group		MA Healthcare Ltd	10.12968/bjom	mag:bjom		0969-4900	2052-4307		No_License	1	1	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		Unique_Item_Investigations	1	1	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		Total_Item_Investigations	1	1	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		No_License	1	1	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		Unique_Item_Investigations	1	1	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		Unique_Item_Requests	1	1	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		Total_Item_Investigations	1	1	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		Total_Item_Requests	1	1	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		Unique_Item_Investigations	2	2	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		Total_Item_Investigations	2	2	0
British Journal of Nursing	Mark Allen Group		MA Healthcare Ltd	10.12968/bjon	mag:bjon		0966-0461	2052-2819		No_License	4	4	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		Unique_Item_Investigations	1	1	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		Total_Item_Investigations	1	1	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		No_License	1	1	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		Unique_Item_Investigations	1	1	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		Total_Item_Investigations	1	1	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		No_License	1	1	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		Unique_Item_Investigations	1	1	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		Total_Item_Investigations	3	3	0
Companion Animal	Mark Allen Group		MA Healthcare Ltd	10.12968/coan	mag:coan		2053-0889	2053-0897		No_License	3	3	0
Journal of Paramedic Practice	Mark Allen Group		MA Healthcare Ltd	10.12968/jpar	mag:jpar		1759-1376	2041-9457		Unique_Item_Investigations	1	1	0
Journal of Paramedic Practice	Mark Allen Group		MA Healthcare Ltd	10.12968/jpar	mag:jpar		1759-1376	2041-9457		Unique_Item_Requests	1	1	0
Journal of Paramedic Practice	Mark Allen Group		MA Healthcare Ltd	10.12968/jpar	mag:jpar		1759-1376	2041-9457		Total_Item_Investigations	1	1	0
Journal of Paramedic Practice	Mark Allen Group		MA Healthcare Ltd	10.12968/jpar	mag:jpar		1759-1376	2041-9457		Total_Item_Requests	1	1	0
Journal of Prescribing Practice	Mark Allen Group		MA Healthcare Ltd	10.12968/jprp	mag:jprp		2631-8385	2631-8393		Unique_Item_Investigations	1	1	0
Journal of Prescribing Practice	Mark Allen Group		MA Healthcare Ltd	10.12968/jprp	mag:jprp		2631-8385	2631-8393		Total_Item_Investigations	1	1	0
Journal of Wound Care	Mark Allen Group		MA Healthcare Ltd	10.12968/jowc	mag:jowc		0969-0700	2052-2916		Unique_Item_Investigations	1	1	0
Journal of Wound Care	Mark Allen Group		MA Healthcare Ltd	10.12968/jowc	mag:jowc		0969-0700	2052-2916		Total_Item_Investigations	1	1	0
The Veterinary Nurse	Mark Allen Group		MA Healthcare Ltd	10.12968/vetn	mag:vetn		2044-0065	2052-2959		Unique_Item_Investigations	1	1	0
The Veterinary Nurse	Mark Allen Group		MA Healthcare Ltd	10.12968/vetn	mag:vetn		2044-0065	2052-2959		Unique_Item_Requests	1	1	0
The Veterinary Nurse	Mark Allen Group		MA Healthcare Ltd	10.12968/vetn	mag:vetn		2044-0065	2052-2959		Total_Item_Investigations	3	3	0
The Veterinary Nurse	Mark Allen Group		MA Healthcare Ltd	10.12968/vetn	mag:vetn		2044-0065	2052-2959		Total_Item_Requests	3	3	0
UK-Vet Equine	Mark Allen Group		MA Healthcare Ltd	10.12968/ukve	mag:ukve		2516-0583	2516-0591		Unique_Item_Investigations	1	1	0
UK-Vet Equine	Mark Allen Group		MA Healthcare Ltd	10.12968/ukve	mag:ukve		2516-0583	2516-0591		Unique_Item_Requests	1	1	0
UK-Vet Equine	Mark Allen Group		MA Healthcare Ltd	10.12968/ukve	mag:ukve		2516-0583	2516-0591		Total_Item_Investigations	1	1	0
UK-Vet Equine	Mark Allen Group		MA Healthcare Ltd	10.12968/ukve	mag:ukve		2516-0583	2516-0591		Total_Item_Requests	1	1	0
UK-Vet Equine	Mark Allen Group		MA Healthcare Ltd	10.12968/ukve	mag:ukve		2516-0583	2516-0591		Unique_Item_Investigations	1	1	0
UK-Vet Equine	Mark Allen Group		MA Healthcare Ltd	10.12968/ukve	mag:ukve		2516-0583	2516-0591		Total_Item_Investigations	1	1	0
UK-Vet Equine	Mark Allen Group		MA Healthcare Ltd	10.12968/ukve	mag:ukve		2516-0583	2516-0591		No_License	1	1	0
