Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	sage:1000451523
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version; Include_Parent_Details=True
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T06:02:12Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
2020 AAHA/AAFP Feline Vaccination Guidelines	SAGE Publications		SAGE Journals	Jane Sykes, Philip H Kass, Mark E Westman, Ernest P Petersen, Ellen M Carozza, Amy ES Stone, Gary O Brummet; 	2020-08-26	VoR	10.1177/1098612X20941784						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2020	Controlled	Regular	Unique_Item_Requests	3	3	0
2020 AAHA/AAFP Feline Vaccination Guidelines	SAGE Publications		SAGE Journals	Jane Sykes, Philip H Kass, Mark E Westman, Ernest P Petersen, Ellen M Carozza, Amy ES Stone, Gary O Brummet; 	2020-08-26	VoR	10.1177/1098612X20941784						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2020	Controlled	Regular	Total_Item_Requests	3	3	0
2020 AAHA/AAFP Feline Vaccination Guidelines	SAGE Publications		SAGE Journals	Jane Sykes, Philip H Kass, Mark E Westman, Ernest P Petersen, Ellen M Carozza, Amy ES Stone, Gary O Brummet; 	2020-08-26	VoR	10.1177/1098612X20941784						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2020	Controlled	Regular	Total_Item_Investigations	3	3	0
2021 ISFM Consensus Guidelines on the Collection and Administration of Blood and Blood Products in Cats	SAGE Publications		SAGE Journals	Paulo Steagall, Séverine Tasker, Eva Spada, Mayank Seth, Samantha Taylor, Ellie Leister, Rachel Korman, Mary Beth Callan, Remo Lobetti; 	2021-04-26	VoR	10.1177/1098612X211007071						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2021	Controlled	Regular	Unique_Item_Investigations	1	1	0
2021 ISFM Consensus Guidelines on the Collection and Administration of Blood and Blood Products in Cats	SAGE Publications		SAGE Journals	Paulo Steagall, Séverine Tasker, Eva Spada, Mayank Seth, Samantha Taylor, Ellie Leister, Rachel Korman, Mary Beth Callan, Remo Lobetti; 	2021-04-26	VoR	10.1177/1098612X211007071						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2021	Controlled	Regular	Unique_Item_Requests	1	1	0
2021 ISFM Consensus Guidelines on the Collection and Administration of Blood and Blood Products in Cats	SAGE Publications		SAGE Journals	Paulo Steagall, Séverine Tasker, Eva Spada, Mayank Seth, Samantha Taylor, Ellie Leister, Rachel Korman, Mary Beth Callan, Remo Lobetti; 	2021-04-26	VoR	10.1177/1098612X211007071						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2021	Controlled	Regular	Total_Item_Requests	1	1	0
2021 ISFM Consensus Guidelines on the Collection and Administration of Blood and Blood Products in Cats	SAGE Publications		SAGE Journals	Paulo Steagall, Séverine Tasker, Eva Spada, Mayank Seth, Samantha Taylor, Ellie Leister, Rachel Korman, Mary Beth Callan, Remo Lobetti; 	2021-04-26	VoR	10.1177/1098612X211007071						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2021	Controlled	Regular	Total_Item_Investigations	1	1	0
2022 AAFP/EveryCat Feline Infectious Peritonitis Diagnosis Guidelines	SAGE Publications		SAGE Journals	Katrin Hartmann, Vicki Thayer, Sandra Felten, Susan Gogolski, Glenn A Olah, Melissa Kennedy; 	2022-08-24	VoR	10.1177/1098612X221118761						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2022	Controlled	Regular	Unique_Item_Investigations	1	1	0
2022 AAFP/EveryCat Feline Infectious Peritonitis Diagnosis Guidelines	SAGE Publications		SAGE Journals	Katrin Hartmann, Vicki Thayer, Sandra Felten, Susan Gogolski, Glenn A Olah, Melissa Kennedy; 	2022-08-24	VoR	10.1177/1098612X221118761						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2022	Controlled	Regular	Unique_Item_Requests	1	1	0
2022 AAFP/EveryCat Feline Infectious Peritonitis Diagnosis Guidelines	SAGE Publications		SAGE Journals	Katrin Hartmann, Vicki Thayer, Sandra Felten, Susan Gogolski, Glenn A Olah, Melissa Kennedy; 	2022-08-24	VoR	10.1177/1098612X221118761						Journal of Feline Medicine and Surgery				Journal	10.1177/jfma	sage:jfma		1098-612X	1532-2750												Article	2022	Controlled	Regular	Total_Item_Requests	1	1	0
