Report_Name	Journal Requests by YOP (Excluding OA_Gold)
Report_ID	TR_J4
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	mms:000102063747
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Access_Type=Controlled; Data_Type=Journal
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:51:59Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2002	Total_Item_Requests	1	1	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2002	Unique_Item_Requests	1	1	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2003	Total_Item_Requests	4	4	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2003	Unique_Item_Requests	2	2	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2005	Total_Item_Requests	1	1	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2005	Unique_Item_Requests	1	1	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2007	Total_Item_Requests	6	6	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2007	Unique_Item_Requests	3	3	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2010	Total_Item_Requests	3	3	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2010	Unique_Item_Requests	2	2	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2013	Total_Item_Requests	1	1	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2013	Unique_Item_Requests	1	1	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2018	Total_Item_Requests	5	5	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2018	Unique_Item_Requests	3	3	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2019	Total_Item_Requests	3	3	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2019	Unique_Item_Requests	3	3	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2022	Total_Item_Requests	2	2	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2022	Unique_Item_Requests	2	2	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2023	Total_Item_Requests	3	3	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2023	Unique_Item_Requests	3	3	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2024	Total_Item_Requests	46	46	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		2024	Unique_Item_Requests	35	35	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		9999	Total_Item_Requests	4	4	0
New England Journal of Medicine	Massachusetts Medical Society		New England Journal of Medicine	10.1056/nejm	mms:nejm	0028-4793	1533-4406		9999	Unique_Item_Requests	3	3	0
