Report_Name	Journal Requests by YOP (Excluding OA_Gold)
Report_ID	TR_J4
Release	5
Institution_Name	UNIV OF P E I
Institution_ID	slack:UNIV OF P E I
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Data_Type=Journal; Access_Type=Controlled
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2021-03-01 and 2024-01-31 exists.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T05:44:55Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn	0098-9134	1938-243X		2018	Total_Item_Requests	2	2	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn	0098-9134	1938-243X		2018	Unique_Item_Requests	1	1	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn	0098-9134	1938-243X		2022	Total_Item_Requests	1	1	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn	0098-9134	1938-243X		2022	Unique_Item_Requests	1	1	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne	0148-4834	1938-2421		2012	Total_Item_Requests	1	1	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne	0148-4834	1938-2421		2012	Unique_Item_Requests	1	1	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne	0148-4834	1938-2421		2020	Total_Item_Requests	3	3	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne	0148-4834	1938-2421		2020	Unique_Item_Requests	2	2	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn	0279-3695	1938-2413		2024	Total_Item_Requests	2	2	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn	0279-3695	1938-2413		2024	Unique_Item_Requests	1	1	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen	0022-0124			2019	Total_Item_Requests	4	4	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen	0022-0124			2019	Unique_Item_Requests	3	3	0
