Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	UNIV OF P E I
Institution_ID	slack:UNIV OF P E I
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Section_Type|Access_Type|Access_Method|YOP
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2021-03-01 and 2024-01-31 exists.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:45:10Z
Created_By	Atypon Systems LLC.

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Data_Type	Section_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn		0098-9134	1938-243X		Journal	Article	2018	Controlled	Regular	Unique_Item_Investigations	1	1	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn		0098-9134	1938-243X		Journal	Article	2018	Controlled	Regular	Unique_Item_Requests	1	1	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn		0098-9134	1938-243X		Journal	Article	2018	Controlled	Regular	Total_Item_Requests	2	2	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn		0098-9134	1938-243X		Journal	Article	2018	Controlled	Regular	Total_Item_Investigations	2	2	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn		0098-9134	1938-243X		Journal	Article	2022	Controlled	Regular	Unique_Item_Investigations	1	1	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn		0098-9134	1938-243X		Journal	Article	2022	Controlled	Regular	Unique_Item_Requests	1	1	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn		0098-9134	1938-243X		Journal	Article	2022	Controlled	Regular	Total_Item_Requests	1	1	0
Journal of Gerontological Nursing	SLACK Incorporated		slack	10.3928/JGN	slack:jgn		0098-9134	1938-243X		Journal	Article	2022	Controlled	Regular	Total_Item_Investigations	1	1	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne		0148-4834	1938-2421		Journal	Article	2012	Controlled	Regular	Unique_Item_Investigations	1	1	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne		0148-4834	1938-2421		Journal	Article	2012	Controlled	Regular	Unique_Item_Requests	1	1	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne		0148-4834	1938-2421		Journal	Article	2012	Controlled	Regular	Total_Item_Requests	1	1	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne		0148-4834	1938-2421		Journal	Article	2012	Controlled	Regular	Total_Item_Investigations	1	1	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne		0148-4834	1938-2421		Journal	Article	2020	Controlled	Regular	Unique_Item_Investigations	2	2	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne		0148-4834	1938-2421		Journal	Article	2020	Controlled	Regular	Unique_Item_Requests	2	2	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne		0148-4834	1938-2421		Journal	Article	2020	Controlled	Regular	Total_Item_Requests	3	3	0
Journal of Nursing Education	SLACK Incorporated		slack	10.3928/JNE	slack:jne		0148-4834	1938-2421		Journal	Article	2020	Controlled	Regular	Total_Item_Investigations	3	3	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn		0279-3695	1938-2413		Journal	Article	2008	Controlled	Regular	No_License	2	2	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn		0279-3695	1938-2413		Journal	Article	2008	Controlled	Regular	Unique_Item_Investigations	2	2	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn		0279-3695	1938-2413		Journal	Article	2008	Controlled	Regular	Total_Item_Investigations	3	3	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn		0279-3695	1938-2413		Journal	Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn		0279-3695	1938-2413		Journal	Article	2024	Controlled	Regular	Unique_Item_Requests	1	1	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn		0279-3695	1938-2413		Journal	Article	2024	Controlled	Regular	Total_Item_Requests	2	2	0
Journal of Psychosocial Nursing and Mental Health Services	SLACK Incorporated		slack	10.3928/JPN	slack:jpn		0279-3695	1938-2413		Journal	Article	2024	Controlled	Regular	Total_Item_Investigations	2	2	0
Psychiatric Annals	SLACK Incorporated		slack	10.3928/PSYCH	slack:psych		0048-5713	1938-2456		Journal	Article	1984	Controlled	Regular	No_License	3	3	0
Psychiatric Annals	SLACK Incorporated		slack	10.3928/PSYCH	slack:psych		0048-5713	1938-2456		Journal	Article	1984	Controlled	Regular	Unique_Item_Investigations	4	4	0
Psychiatric Annals	SLACK Incorporated		slack	10.3928/PSYCH	slack:psych		0048-5713	1938-2456		Journal	Article	1984	Controlled	Regular	Total_Item_Investigations	7	7	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen		0022-0124			Journal	Article	2015	Controlled	Regular	No_License	1	1	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen		0022-0124			Journal	Article	2015	Controlled	Regular	Unique_Item_Investigations	1	1	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen		0022-0124			Journal	Article	2015	Controlled	Regular	Total_Item_Investigations	2	2	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen		0022-0124			Journal	Article	2019	Controlled	Regular	Unique_Item_Investigations	3	3	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen		0022-0124			Journal	Article	2019	Controlled	Regular	Unique_Item_Requests	3	3	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen		0022-0124			Journal	Article	2019	Controlled	Regular	Total_Item_Requests	4	4	0
The Journal of Continuing Education in Nursing	SLACK Incorporated		slack	10.3928/JCEN	slack:jcen		0022-0124			Journal	Article	2019	Controlled	Regular	Total_Item_Investigations	7	7	0
